"colMeans..t.."	"Node"	"Node_Category"
"ASV0001"	0.136983002302463	"ASV0001"	"Shared"
"ASV0003"	0.103627977140515	"ASV0003"	"Shared"
"ASV0006"	0.0967517577338327	"ASV0006"	"Shared"
"ASV0008"	0.0624918477471512	"ASV0008"	"Shared"
"ASV0013"	0.0202654029516129	"ASV0013"	"Shared"
"ASV0016"	0.0144525545639433	"ASV0016"	"Shared"
"ASV0017"	0.0141344381901299	"ASV0017"	"Shared"
"ASV0020"	0.0130245350136509	"ASV0020"	"Other"
"ASV0021"	0.0123172457097617	"ASV0021"	"Shared"
"ASV0023"	0.00859139107271418	"ASV0023"	"Shared"
"ASV0025"	0.0133096449908766	"ASV0025"	"Shared"
"ASV0028"	0.00987981364211727	"ASV0028"	"Other"
"ASV0029"	0.00931441269732903	"ASV0029"	"Shared"
"ASV0030"	0.0157892500070205	"ASV0030"	"Shared"
"ASV0031"	0.00720976759647082	"ASV0031"	"Other"
"ASV0032"	0.0111484891163051	"ASV0032"	"Shared"
"ASV0033"	0.00922417617656867	"ASV0033"	"Other"
"ASV0034"	0.00956914384148179	"ASV0034"	"Shared"
"ASV0035"	0.00640907456144748	"ASV0035"	"Shared"
"ASV0036"	0.00631270561724545	"ASV0036"	"Shared"
"ASV0037"	0.00883505973959279	"ASV0037"	"Shared"
"ASV0038"	0.00574397454231438	"ASV0038"	"Shared"
"ASV0039"	0.00924975591251583	"ASV0039"	"Shared"
"ASV0040"	0.00968754125004896	"ASV0040"	"Shared"
"ASV0041"	0.0115335861195505	"ASV0041"	"Other"
"ASV0042"	0.00476915108147149	"ASV0042"	"Shared"
"ASV0043"	0.00872708838174445	"ASV0043"	"Shared"
"ASV0045"	0.0100628765549837	"ASV0045"	"Shared"
"ASV0046"	0.00444453011627142	"ASV0046"	"Other"
"ASV0048"	0.00612807417490347	"ASV0048"	"Shared"
"ASV0050"	0.00478780283129395	"ASV0050"	"Shared"
"ASV0053"	0.00443782452459293	"ASV0053"	"Shared"
"ASV0054"	0.00593260932613292	"ASV0054"	"Other"
"ASV0056"	0.00542409681992066	"ASV0056"	"Shared"
"ASV0063"	0.00650616070872949	"ASV0063"	"Shared"
"ASV0064"	0.00515463541328665	"ASV0064"	"Shared"
"ASV0069"	0.0108696748448453	"ASV0069"	"Other"
"ASV0071"	0.00628321748618653	"ASV0071"	"Shared"
"ASV0072"	0.00415871146474246	"ASV0072"	"Shared"
"ASV0073"	0.00399419799390783	"ASV0073"	"Shared"
"ASV0075"	0.00293963194501081	"ASV0075"	"Other"
"ASV0077"	0.00821114449213368	"ASV0077"	"Shared"
"ASV0079"	0.00698249810685285	"ASV0079"	"Other"
"ASV0081"	0.00639464968862924	"ASV0081"	"Shared"
"ASV0083"	0.00405890661118889	"ASV0083"	"Shared"
"ASV0085"	0.00414476691310756	"ASV0085"	"Shared"
"ASV0086"	0.00309385720644006	"ASV0086"	"Shared"
"ASV0093"	0.00729081298470327	"ASV0093"	"Other"
"ASV0097"	0.00448856025518222	"ASV0097"	"Shared"
"ASV0101"	0.0031963097272139	"ASV0101"	"Shared"
"ASV0102"	0.0041473296577734	"ASV0102"	"Shared"
"ASV0104"	0.00313640588864032	"ASV0104"	"Shared"
"ASV0107"	0.00438637681544125	"ASV0107"	"Shared"
"ASV0118"	0.00306333191075064	"ASV0118"	"Shared"
"ASV0120"	0.00568570914610673	"ASV0120"	"Shared"
"ASV0124"	0.00271082865039091	"ASV0124"	"Other"
"ASV0126"	0.00303291575161769	"ASV0126"	"Other"
"ASV0127"	0.00426927855560479	"ASV0127"	"Shared"
"ASV0128"	0.00182674676741303	"ASV0128"	"Other"
"ASV0131"	0.0026348019924956	"ASV0131"	"Other"
"ASV0133"	0.00274705905142052	"ASV0133"	"Other"
"ASV0134"	0.00240829047477888	"ASV0134"	"Shared"
"ASV0135"	0.00193066216660529	"ASV0135"	"Shared"
"ASV0136"	0.00366181911318383	"ASV0136"	"Other"
"ASV0142"	0.00223496439662518	"ASV0142"	"Shared"
"ASV0143"	0.00248948863677253	"ASV0143"	"Shared"
"ASV0145"	0.00218454904417356	"ASV0145"	"Shared"
"ASV0147"	0.00228031638491513	"ASV0147"	"Shared"
"ASV0183"	0.00221356673077623	"ASV0183"	"Other"
"ASV0195"	0.00260927576923719	"ASV0195"	"Other"
"ASV0205"	0.00120612516100774	"ASV0205"	"Other"
"ASV0210"	0.00154040240622806	"ASV0210"	"Shared"
"ASV0213"	0.00255960835955381	"ASV0213"	"Other"
"ASV0223"	0.00149850639252057	"ASV0223"	"Shared"
"ASV0238"	0.00163523881284816	"ASV0238"	"Shared"
"ASV0251"	0.00150823717589151	"ASV0251"	"Other"
"ASV0255"	0.00155028157513101	"ASV0255"	"Other"
"ASV0257"	0.00162616845631276	"ASV0257"	"Other"
"ASV0259"	0.00384058200449654	"ASV0259"	"Other"
"ASV0261"	0.00112774604878498	"ASV0261"	"Shared"
"ASV0262"	0.00333602588059722	"ASV0262"	"Unique"
"ASV0270"	0.0015581926244779	"ASV0270"	"Shared"
"ASV0273"	0.000910721887252468	"ASV0273"	"Shared"
"ASV0277"	0.0011098763095085	"ASV0277"	"Shared"
"ASV0279"	0.0011227589264287	"ASV0279"	"Shared"
"ASV0283"	0.000866911467989635	"ASV0283"	"Other"
"ASV0302"	0.00156275378957396	"ASV0302"	"Other"
"ASV0308"	0.000831906931288433	"ASV0308"	"Other"
"ASV0315"	0.00234240553369014	"ASV0315"	"Shared"
"ASV0316"	0.00303325331872134	"ASV0316"	"Unique"
"ASV0348"	0.00159198951888828	"ASV0348"	"Other"
"ASV0351"	0.00127933162044012	"ASV0351"	"Other"
"ASV0355"	0.000705048799146265	"ASV0355"	"Other"
"ASV0366"	0.00172926542857954	"ASV0366"	"Other"
"ASV0374"	0.00240012774687079	"ASV0374"	"Unique"
"ASV0382"	0.000932584253597562	"ASV0382"	"Shared"
"ASV0386"	0.00285651685784523	"ASV0386"	"Other"
"ASV0395"	0.000912573569052066	"ASV0395"	"Shared"
"ASV0397"	0.00145836731348329	"ASV0397"	"Other"
"ASV0400"	0.00058725774179199	"ASV0400"	"Other"
"ASV0403"	0.000742697606751869	"ASV0403"	"Shared"
"ASV0405"	0.00144151478215799	"ASV0405"	"Other"
"ASV0413"	0.00184675721407303	"ASV0413"	"Other"
"ASV0423"	0.000878541728035691	"ASV0423"	"Other"
"ASV0427"	0.00176985961494723	"ASV0427"	"Other"
"ASV0440"	0.000870872049182996	"ASV0440"	"Other"
"ASV0442"	0.00190691356879949	"ASV0442"	"Shared"
"ASV0445"	0.000825621581250731	"ASV0445"	"Other"
"ASV0448"	0.000512981156214893	"ASV0448"	"Other"
"ASV0452"	0.00089728977545678	"ASV0452"	"Shared"
"ASV0454"	0.00044937816692341	"ASV0454"	"Other"
"ASV0462"	0.00101055474664364	"ASV0462"	"Shared"
"ASV0468"	0.000792007558812242	"ASV0468"	"Other"
"ASV0470"	0.000474074127554708	"ASV0470"	"Other"
"ASV0477"	0.000410356899305285	"ASV0477"	"Other"
"ASV0510"	0.000379294918967246	"ASV0510"	"Shared"
"ASV0514"	0.000747114853118168	"ASV0514"	"Other"
"ASV0528"	0.000648594928547627	"ASV0528"	"Other"
"ASV0556"	0.000619632358213225	"ASV0556"	"Other"
"ASV0559"	0.00142824996441601	"ASV0559"	"Other"
"ASV0561"	0.000513373155547539	"ASV0561"	"Shared"
"ASV0612"	0.000532941035609527	"ASV0612"	"Other"
"ASV0618"	0.000952558467087734	"ASV0618"	"Other"
"ASV0624"	0.00100467546286849	"ASV0624"	"Other"
"ASV0631"	0.000434937314572936	"ASV0631"	"Shared"
"ASV0641"	0.000921909006534253	"ASV0641"	"Other"
"ASV0646"	0.000846281725772627	"ASV0646"	"Other"
"ASV0662"	0.000808488409232967	"ASV0662"	"Other"
"ASV0682"	0.000489028718390956	"ASV0682"	"Other"
"ASV0688"	0.000399780014220226	"ASV0688"	"Shared"
"ASV0691"	0.000599587502019191	"ASV0691"	"Other"
"ASV0701"	0.000346406985102924	"ASV0701"	"Other"
"ASV0711"	0.000369886367629118	"ASV0711"	"Shared"
"ASV0727"	0.00105808963673323	"ASV0727"	"Other"
"ASV0729"	0.00044574985502018	"ASV0729"	"Other"
"ASV0741"	0.000425350348226579	"ASV0741"	"Other"
"ASV0742"	0.000411841208780063	"ASV0742"	"Other"
"ASV0765"	0.00142472628239895	"ASV0765"	"Other"
"ASV0775"	0.000573900292121132	"ASV0775"	"Shared"
"ASV0785"	0.0011000584863318	"ASV0785"	"Other"
"ASV0790"	0.000422084803657736	"ASV0790"	"Other"
"ASV0799"	0.00103260739340381	"ASV0799"	"Shared"
"ASV0832"	0.000195786471537649	"ASV0832"	"Other"
"ASV0834"	0.000643143664541211	"ASV0834"	"Shared"
"ASV0840"	0.000296313261525087	"ASV0840"	"Other"
"ASV0848"	0.000307046725025385	"ASV0848"	"Other"
"ASV0865"	0.000798692232949256	"ASV0865"	"Other"
"ASV0867"	0.000325140367099821	"ASV0867"	"Shared"
"ASV0868"	0.000351072079913512	"ASV0868"	"Other"
"ASV0869"	0.000326086812907659	"ASV0869"	"Other"
"ASV0892"	0.000527376123468237	"ASV0892"	"Other"
"ASV0895"	0.000376811388065641	"ASV0895"	"Other"
"ASV0911"	0.000646551559047911	"ASV0911"	"Other"
"ASV0929"	0.000730553961431049	"ASV0929"	"Other"
"ASV0930"	0.000839055758670163	"ASV0930"	"Other"
"ASV0932"	0.000271907557035772	"ASV0932"	"Shared"
"ASV0939"	0.000243265336010111	"ASV0939"	"Other"
"ASV0940"	0.00023355474699028	"ASV0940"	"Other"
"ASV0951"	0.000279384850729909	"ASV0951"	"Other"
"ASV0956"	0.000747368864608255	"ASV0956"	"Other"
"ASV0962"	0.000253675061776295	"ASV0962"	"Other"
"ASV0975"	0.00076366864050753	"ASV0975"	"Unique"
"ASV0977"	0.000790185692914616	"ASV0977"	"Unique"
"ASV0986"	0.000730531408310979	"ASV0986"	"Other"
"ASV0993"	0.000274723023637077	"ASV0993"	"Other"
"ASV1004"	0.000641153152603302	"ASV1004"	"Unique"
"ASV1015"	0.000336662392720729	"ASV1015"	"Other"
"ASV1044"	0.000236384424570233	"ASV1044"	"Other"
"ASV1047"	0.000247183437844508	"ASV1047"	"Other"
"ASV1054"	0.000376043857854816	"ASV1054"	"Other"
"ASV1057"	0.000186773030981236	"ASV1057"	"Other"
"ASV1071"	0.000314380094575249	"ASV1071"	"Other"
"ASV1072"	0.000433766372335765	"ASV1072"	"Other"
"ASV1079"	0.000226337746691676	"ASV1079"	"Shared"
"ASV1082"	0.000300658702517622	"ASV1082"	"Other"
"ASV1103"	0.000255394377249128	"ASV1103"	"Other"
"ASV1111"	0.000422908190561598	"ASV1111"	"Other"
"ASV1112"	0.000601748840856831	"ASV1112"	"Shared"
"ASV1119"	0.000221633191525037	"ASV1119"	"Shared"
"ASV1120"	0.000466725067492093	"ASV1120"	"Other"
"ASV1134"	0.000168060607068834	"ASV1134"	"Other"
"ASV1138"	0.000288490980539095	"ASV1138"	"Other"
"ASV1139"	0.00023714399740819	"ASV1139"	"Other"
"ASV1151"	0.000576879672398834	"ASV1151"	"Other"
"ASV1154"	0.000450327243987535	"ASV1154"	"Other"
"ASV1162"	0.000221693073411708	"ASV1162"	"Other"
"ASV1170"	0.000209667299817243	"ASV1170"	"Other"
"ASV1191"	0.00023321686310158	"ASV1191"	"Shared"
"ASV1207"	0.000118274111239542	"ASV1207"	"Shared"
"ASV1237"	0.000322921747795665	"ASV1237"	"Other"
"ASV1251"	0.000291049853904891	"ASV1251"	"Other"
"ASV1256"	0.000149585152383878	"ASV1256"	"Other"
"ASV1257"	0.000483803828622596	"ASV1257"	"Other"
"ASV1267"	0.000216385468688365	"ASV1267"	"Other"
"ASV1272"	0.000295074418885756	"ASV1272"	"Shared"
"ASV1274"	0.000128610687522907	"ASV1274"	"Other"
"ASV1281"	0.000217687566934122	"ASV1281"	"Other"
"ASV1283"	0.000191766259567138	"ASV1283"	"Other"
"ASV1293"	0.000142295732907683	"ASV1293"	"Other"
"ASV1335"	0.000262854788322326	"ASV1335"	"Shared"
"ASV1339"	0.000246451884126423	"ASV1339"	"Other"
"ASV1354"	0.00019035912265566	"ASV1354"	"Other"
"ASV1371"	0.000193063257287782	"ASV1371"	"Other"
"ASV1374"	0.000120974847573695	"ASV1374"	"Other"
"ASV1389"	0.000351497167053599	"ASV1389"	"Shared"
"ASV1403"	0.000186680270246983	"ASV1403"	"Shared"
"ASV1404"	0.000135171704009066	"ASV1404"	"Other"
"ASV1411"	9.70269153254941e-05	"ASV1411"	"Shared"
"ASV1412"	0.000166823641887011	"ASV1412"	"Shared"
"ASV1419"	0.000108320387792373	"ASV1419"	"Other"
"ASV1421"	0.000178613360048575	"ASV1421"	"Other"
"ASV1436"	0.000273987426899812	"ASV1436"	"Other"
"ASV1448"	0.000101188900977683	"ASV1448"	"Other"
"ASV1458"	8.68410960601268e-05	"ASV1458"	"Other"
"ASV1465"	0.000164742772914513	"ASV1465"	"Other"
"ASV1468"	0.000418586793511714	"ASV1468"	"Other"
"ASV1474"	8.4717059185241e-05	"ASV1474"	"Other"
"ASV1475"	0.000132870002575434	"ASV1475"	"Other"
"ASV1478"	0.000539046832018926	"ASV1478"	"Unique"
"ASV1480"	0.000160272226302836	"ASV1480"	"Other"
"ASV1488"	8.25791780098346e-05	"ASV1488"	"Other"
"ASV1506"	0.000158791755497237	"ASV1506"	"Shared"
"ASV1508"	9.88603261354902e-05	"ASV1508"	"Other"
