"From"	"to"	"rValue"	"pValue"
"ASV0001"	"ASV0003"	0.932330827067669	0.000421246111292598
"ASV0001"	"ASV0006"	0.949309824593869	0.000105373822469454
"ASV0001"	"ASV0008"	0.971395399699006	6.55650988438106e-06
"ASV0001"	"ASV0013"	0.878512971042527	0.00633595376161103
"ASV0001"	"ASV0016"	0.878512971042527	0.00633595376161103
"ASV0001"	"ASV0017"	0.81203007518797	0.0376693242394708
"ASV0001"	"ASV0023"	0.841471647865506	0.0189638712673188
"ASV0001"	"ASV0032"	0.924954185370766	0.000686948194764277
"ASV0001"	"ASV0035"	0.879699248120301	0.00606523248016055
"ASV0001"	"ASV0036"	0.929871848232507	0.00049537615973787
"ASV0001"	"ASV0038"	0.870996968843243	0.00825470152563266
"ASV0001"	"ASV0044"	0.940434590146846	0.000228420678841943
"ASV0001"	"ASV0048"	0.944810271287586	0.00015853544493607
"ASV0001"	"ASV0050"	0.929871848232507	0.00049537615973787
"ASV0001"	"ASV0053"	0.921786006073963	0.000832566477371716
"ASV0001"	"ASV0056"	0.909774436090226	0.00163197503421482
"ASV0001"	"ASV0064"	0.902255639097744	0.00235181437655102
"ASV0001"	"ASV0072"	0.842105263157895	0.0186452893795266
"ASV0001"	"ASV0073"	0.902255639097744	0.00235181437655102
"ASV0001"	"ASV0083"	0.878512971042527	0.00633595376161103
"ASV0001"	"ASV0085"	0.842105263157895	0.0186452893795266
"ASV0001"	"ASV0101"	0.834586466165414	0.0216846295885416
"ASV0001"	"ASV0104"	0.870996968843243	0.00825470152563266
"ASV0001"	"ASV0107"	0.834586466165414	0.0216846295885416
"ASV0001"	"ASV0120"	0.842105263157895	0.0186452893795266
"ASV0001"	"ASV0133"	0.847552161490367	0.0159722026866473
"ASV0001"	"ASV0142"	0.817327249740167	0.0333414688309728
"ASV0001"	"ASV0145"	0.847552161490367	0.0159722026866473
"ASV0001"	"ASV0211"	0.80049837369581	0.0483159210578771
"ASV0001"	"ASV0223"	0.847552161490367	0.0159722026866473
"ASV0001"	"ASV0261"	0.80049837369581	0.0483159210578771
"ASV0001"	"ASV0277"	0.854992099958608	0.0135504210643002
"ASV0001"	"ASV0278"	0.80049837369581	0.0483159210578771
"ASV0001"	"ASV0371"	0.870772768654487	0.00831063933450872
"ASV0001"	"ASV0387"	0.894736842105263	0.00328317885907343
"ASV0001"	"ASV0402"	0.80049837369581	0.0483159210578771
"ASV0001"	"ASV0436"	0.819548872180451	0.0317413714999094
"ASV0001"	"ASV0445"	0.832841742329984	0.0227159918905239
"ASV0001"	"ASV0469"	0.824755900171441	0.0279034076970499
"ASV0001"	"ASV0558"	0.843682060296348	0.0178323759444284
"ASV0001"	"ASV0564"	0.857099268805615	0.0129303364289454
"ASV0001"	"ASV0634"	0.857099268805615	0.0129303364289454
"ASV0001"	"ASV0711"	0.897528479598333	0.00291575936149056
"ASV0001"	"ASV0728"	0.865185110964159	0.0100410246977023
"ASV0001"	"ASV0738"	0.865185110964159	0.0100410246977023
"ASV0001"	"ASV0989"	0.865185110964159	0.0100410246977023
"ASV0003"	"ASV0001"	0.932330827067669	9.96743605775795e-06
"ASV0003"	"ASV0006"	0.971216974392189	6.76008998129921e-06
"ASV0003"	"ASV0008"	0.971395399699006	6.55650988438106e-06
"ASV0003"	"ASV0013"	0.878512971042527	0.00633595376161103
"ASV0003"	"ASV0016"	0.878512971042527	0.00633595376161103
"ASV0003"	"ASV0017"	0.902255639097744	0.00235181437655102
"ASV0003"	"ASV0023"	0.863615638598809	0.0105601921463958
"ASV0003"	"ASV0032"	0.924954185370766	0.000686948194764277
"ASV0003"	"ASV0035"	0.81203007518797	0.0376693242394708
"ASV0003"	"ASV0036"	0.929871848232507	0.00049537615973787
"ASV0003"	"ASV0038"	0.848852978109941	0.0153696740680361
"ASV0003"	"ASV0044"	0.940434590146846	0.000228420678841943
"ASV0003"	"ASV0048"	0.900522289820981	0.00255499186139986
"ASV0003"	"ASV0050"	0.929871848232507	0.00049537615973787
"ASV0003"	"ASV0053"	0.921786006073963	0.000832566477371716
"ASV0003"	"ASV0056"	0.842105263157895	0.0186452893795266
"ASV0003"	"ASV0064"	0.969924812030075	8.36605673156004e-06
"ASV0003"	"ASV0072"	0.909774436090226	0.00163197503421482
"ASV0003"	"ASV0073"	0.969924812030075	8.36605673156004e-06
"ASV0003"	"ASV0083"	0.878512971042527	0.00633595376161103
"ASV0003"	"ASV0085"	0.932330827067669	0.000421246111292598
"ASV0003"	"ASV0102"	0.803262159271735	0.0455715155308771
"ASV0003"	"ASV0104"	0.848852978109941	0.0153696740680361
"ASV0003"	"ASV0107"	0.902255639097744	0.00235181437655102
"ASV0003"	"ASV0120"	0.932330827067669	0.000421246111292598
"ASV0003"	"ASV0133"	0.847552161490367	0.0159722026866473
"ASV0003"	"ASV0142"	0.885123980133361	0.00492265065031588
"ASV0003"	"ASV0145"	0.847552161490367	0.0159722026866473
"ASV0003"	"ASV0147"	0.849624060150376	0.0152182380106175
"ASV0003"	"ASV0211"	0.80049837369581	0.0483159210578771
"ASV0003"	"ASV0223"	0.847552161490367	0.0159722026866473
"ASV0003"	"ASV0261"	0.80049837369581	0.0483159210578771
"ASV0003"	"ASV0277"	0.956687195548398	4.91491014964146e-05
"ASV0003"	"ASV0278"	0.80049837369581	0.0483159210578771
"ASV0003"	"ASV0349"	0.804564996643335	0.0444264110710354
"ASV0003"	"ASV0371"	0.870772768654487	0.00831063933450872
"ASV0003"	"ASV0387"	0.962406015037594	2.47165676303757e-05
"ASV0003"	"ASV0402"	0.80049837369581	0.0483159210578771
"ASV0003"	"ASV0436"	0.932330827067669	0.000421246111292598
"ASV0003"	"ASV0445"	0.832841742329984	0.0227159918905239
"ASV0003"	"ASV0469"	0.824755900171441	0.0279034076970499
"ASV0003"	"ASV0564"	0.857099268805615	0.0129303364289454
"ASV0003"	"ASV0634"	0.857099268805615	0.0129303364289454
"ASV0003"	"ASV0711"	0.897528479598333	0.00291575936149056
"ASV0003"	"ASV0728"	0.865185110964159	0.0100410246977023
"ASV0003"	"ASV0738"	0.865185110964159	0.0100410246977023
"ASV0003"	"ASV0989"	0.865185110964159	0.0100410246977023
"ASV0006"	"ASV0001"	0.949309824593869	2.42002863285125e-06
"ASV0006"	"ASV0003"	0.971216974392189	1.48246341443903e-07
"ASV0006"	"ASV0008"	0.943435701034159	0.000178615281114456
"ASV0006"	"ASV0013"	0.853226709700216	0.0137548428481957
"ASV0006"	"ASV0016"	0.853226709700216	0.0137548428481957
"ASV0006"	"ASV0017"	0.876285991932802	0.00690658211387966
"ASV0006"	"ASV0023"	0.874602533692659	0.00735105386080689
"ASV0006"	"ASV0032"	0.898331205367188	0.00282058918451338
"ASV0006"	"ASV0035"	0.832471692336162	0.0229409105766362
"ASV0006"	"ASV0036"	0.903107323012848	0.00225819316629195
"ASV0006"	"ASV0038"	0.874602533692659	0.00735105386080689
"ASV0006"	"ASV0044"	0.913366037256178	0.00135252460420093
"ASV0006"	"ASV0048"	0.939122392735559	0.00025378968761036
"ASV0006"	"ASV0050"	0.903107323012848	0.00225819316629195
"ASV0006"	"ASV0053"	0.895254215856215	0.00321310704391594
"ASV0006"	"ASV0056"	0.861681225400589	0.0112020812810974
"ASV0006"	"ASV0064"	0.942007441327762	0.000201274946187452
"ASV0006"	"ASV0072"	0.883588375198909	0.00524466051346963
"ASV0006"	"ASV0073"	0.942007441327762	0.000201274946187452
"ASV0006"	"ASV0083"	0.853226709700216	0.0137548428481957
"ASV0006"	"ASV0085"	0.905495524997229	0.00201231388624703
"ASV0006"	"ASV0104"	0.874602533692659	0.00735105386080689
"ASV0006"	"ASV0107"	0.876285991932802	0.00690658211387966
"ASV0006"	"ASV0120"	0.905495524997229	0.00201231388624703
"ASV0006"	"ASV0133"	0.823157045922235	0.0289948046475391
"ASV0006"	"ASV0142"	0.859647433947094	0.0119594651923263
"ASV0006"	"ASV0145"	0.823157045922235	0.0289948046475391
"ASV0006"	"ASV0147"	0.825169309070055	0.027637346869489
"ASV0006"	"ASV0223"	0.823157045922235	0.0289948046475391
"ASV0006"	"ASV0277"	0.929150843500264	0.000520524345812715
"ASV0006"	"ASV0371"	0.84570929375572	0.0168606738742206
"ASV0006"	"ASV0387"	0.934705058061656	0.000354907804394209
"ASV0006"	"ASV0436"	0.905495524997229	0.00201231388624703
"ASV0006"	"ASV0445"	0.808870037133247	0.0404381711679719
"ASV0006"	"ASV0469"	0.801016929976613	0.0478584204427126
"ASV0006"	"ASV0564"	0.832429358603147	0.0229409105766362
"ASV0006"	"ASV0634"	0.832429358603147	0.0229409105766362
"ASV0006"	"ASV0711"	0.871694894386314	0.00805464154589682
"ASV0006"	"ASV0728"	0.84028246575978	0.0189638712673188
"ASV0006"	"ASV0738"	0.84028246575978	0.0189638712673188
"ASV0006"	"ASV0989"	0.84028246575978	0.0189638712673188
"ASV0008"	"ASV0001"	0.971395399699006	1.43751291720024e-07
"ASV0008"	"ASV0003"	0.971395399699006	1.43751291720024e-07
"ASV0008"	"ASV0006"	0.943435701034159	4.14546566015343e-06
"ASV0008"	"ASV0013"	0.904382470119522	0.00212480185520046
"ASV0008"	"ASV0016"	0.904382470119522	0.00212480185520046
"ASV0008"	"ASV0017"	0.851422262684387	0.0144856850320919
"ASV0008"	"ASV0023"	0.832056299644816	0.023133112795999
"ASV0008"	"ASV0032"	0.952191235059761	7.96098664177152e-05
"ASV0008"	"ASV0035"	0.847552161490367	0.0159722026866473
"ASV0008"	"ASV0036"	0.957253707934622	4.60809887109644e-05
"ASV0008"	"ASV0038"	0.839654987312806	0.0189638712673188
"ASV0008"	"ASV0044"	0.968127490039841	1.11303287060678e-05
"ASV0008"	"ASV0048"	0.896645144822724	0.00303619451527786
"ASV0008"	"ASV0050"	0.957253707934622	4.60809887109644e-05
"ASV0008"	"ASV0053"	0.948929762648233	0.000108892598514752
"ASV0008"	"ASV0056"	0.878512971042527	0.00633595376161103
"ASV0008"	"ASV0064"	0.940434590146846	0.000228420678841943
"ASV0008"	"ASV0072"	0.878512971042527	0.00633595376161103
"ASV0008"	"ASV0073"	0.940434590146846	0.000228420678841943
"ASV0008"	"ASV0083"	0.904382470119522	0.00212480185520046
"ASV0008"	"ASV0085"	0.882383072236547	0.00549403420195418
"ASV0008"	"ASV0102"	0.804363506060996	0.0446165861573625
"ASV0008"	"ASV0104"	0.839654987312806	0.0189638712673188
"ASV0008"	"ASV0107"	0.870772768654487	0.00831063933450872
"ASV0008"	"ASV0120"	0.882383072236547	0.00549403420195418
"ASV0008"	"ASV0133"	0.872509960159363	0.00784807122207609
"ASV0008"	"ASV0142"	0.853027207110982	0.0138415732391121
"ASV0008"	"ASV0145"	0.872509960159363	0.00784807122207609
"ASV0008"	"ASV0147"	0.816591351938208	0.0338654125657522
"ASV0008"	"ASV0206"	0.816733067729084	0.0337837190520478
"ASV0008"	"ASV0211"	0.824070583352413	0.0283264531476415
"ASV0008"	"ASV0223"	0.872509960159363	0.00784807122207609
"ASV0008"	"ASV0261"	0.824070583352413	0.0283264531476415
"ASV0008"	"ASV0270"	0.826693227091633	0.0265761190838729
"ASV0008"	"ASV0277"	0.897617265664511	0.00291575936149056
"ASV0008"	"ASV0278"	0.824070583352413	0.0283264531476415
"ASV0008"	"ASV0371"	0.896414342629482	0.00306845967831738
"ASV0008"	"ASV0387"	0.932694387758806	0.000410873659371749
"ASV0008"	"ASV0402"	0.824070583352413	0.0283264531476415
"ASV0008"	"ASV0436"	0.863032566266447	0.0107750112960154
"ASV0008"	"ASV0445"	0.857366364497965	0.0128816013195836
"ASV0008"	"ASV0469"	0.849042419211577	0.0153091353848872
"ASV0008"	"ASV0564"	0.882338200357129	0.00549403420195418
"ASV0008"	"ASV0634"	0.882338200357129	0.00549403420195418
"ASV0008"	"ASV0711"	0.92395792678907	0.000730532415066675
"ASV0008"	"ASV0724"	0.817156571371494	0.0334338374591366
"ASV0008"	"ASV0728"	0.890662145643517	0.00392057886351338
"ASV0008"	"ASV0738"	0.890662145643517	0.00392057886351338
"ASV0008"	"ASV0989"	0.890662145643517	0.00392057886351338
"ASV0013"	"ASV0001"	0.878512971042527	0.000169384743277936
"ASV0013"	"ASV0003"	0.878512971042527	0.000169384743277936
"ASV0013"	"ASV0006"	0.853226709700216	0.000417041106782375
"ASV0013"	"ASV0008"	0.904382470119522	5.35106623103917e-05
"ASV0013"	"ASV0016"	1	6.73385950237485e-78
"ASV0013"	"ASV0017"	0.944304691340866	0.000165688338905164
"ASV0013"	"ASV0023"	0.946036614664654	0.00014215518798702
"ASV0013"	"ASV0032"	0.960159362549801	3.27435923057794e-05
"ASV0013"	"ASV0035"	0.963655197310966	2.09574385686358e-05
"ASV0013"	"ASV0036"	0.857366364497965	0.0128816013195836
"ASV0013"	"ASV0038"	0.938437926996665	0.000267747711455709
"ASV0013"	"ASV0041"	0.826693227091633	0.0265761190838729
"ASV0013"	"ASV0044"	0.968127490039841	1.11303287060678e-05
"ASV0013"	"ASV0048"	0.813059580474843	0.036765148235418
"ASV0013"	"ASV0050"	0.857366364497965	0.0128816013195836
"ASV0013"	"ASV0053"	0.840718473925189	0.0189638712673188
"ASV0013"	"ASV0056"	0.971395399699006	6.55650988438106e-06
"ASV0013"	"ASV0064"	0.855292363878407	0.0135504210643002
"ASV0013"	"ASV0072"	0.971395399699006	6.55650988438106e-06
"ASV0013"	"ASV0073"	0.855292363878407	0.0135504210643002
"ASV0013"	"ASV0083"	1	6.73385950237485e-78
"ASV0013"	"ASV0085"	0.890123274624587	0.00400863920958558
"ASV0013"	"ASV0097"	0.909473780594687	0.0016550538809976
"ASV0013"	"ASV0101"	0.901733578206647	0.00241044505032443
"ASV0013"	"ASV0102"	0.811880922005492	0.0377641285732518
"ASV0013"	"ASV0104"	0.938437926996665	0.000267747711455709
"ASV0013"	"ASV0107"	0.955914994922926	5.35421237759261e-05
"ASV0013"	"ASV0120"	0.890123274624587	0.00400863920958558
"ASV0013"	"ASV0133"	0.99203187250996	1.24099205018121e-08
"ASV0013"	"ASV0142"	0.961594306197835	2.74478001206996e-05
"ASV0013"	"ASV0143"	0.852685117952864	0.0139691502349209
