"From"	"to"	"rValue"	"pValue"	"n"	"colMeans..t.."	"From_type"	"To_type"
"1"	"ASV_1003"	"ASV_414"	0.604267319353088	0.0374290381434986	7405	0.00365691489361702	"Other"	"Other"
"2"	"ASV_1003"	"ASV_750"	0.738548945875996	0.00608084792708854	7406	0.00365691489361702	"Other"	"Other"
"3"	"ASV_1011"	"ASV_41"	0.732776273240742	0.00671040779554666	7407	0.000465632544195467	"Other"	"Shared"
"4"	"ASV_1011"	"ASV_48"	0.715741961004405	0.00885495751237604	7408	0.000465632544195467	"Other"	"Shared"
"5"	"ASV_1011"	"ASV_101"	0.638476934081979	0.0254507619121403	7409	0.000465632544195467	"Other"	"Shared"
"6"	"ASV_1011"	"ASV_143"	0.660891089108911	0.019292031310844	7410	0.000465632544195467	"Other"	"Shared"
"7"	"ASV_1011"	"ASV_371"	0.641734372625983	0.0244776283473755	7411	0.000465632544195467	"Other"	"Other"
"8"	"ASV_1011"	"ASV_440"	0.895600070934086	8.17798722781158e-05	7412	0.000465632544195467	"Other"	"Other"
"9"	"ASV_1011"	"ASV_558"	0.790510161435467	0.00220846583708304	7413	0.000465632544195467	"Other"	"Other"
"10"	"ASV_1011"	"ASV_564"	0.719104647292779	0.00839590770989054	7414	0.000465632544195467	"Other"	"Shared"
"11"	"ASV_1011"	"ASV_619"	0.695544554455446	0.012017430100076	7415	0.000465632544195467	"Other"	"Other"
"12"	"ASV_1011"	"ASV_634"	0.719104647292779	0.00839590770989054	7416	0.000465632544195467	"Other"	"Shared"
"13"	"ASV_1011"	"ASV_637"	0.761164616571861	0.00403248009324658	7417	0.000465632544195467	"Other"	"Other"
"14"	"ASV_1011"	"ASV_680"	0.719104647292779	0.00839590770989054	7418	0.000465632544195467	"Other"	"Shared"
"15"	"ASV_1011"	"ASV_682"	0.895600070934086	8.17798722781158e-05	7419	0.000465632544195467	"Other"	"Other"
"16"	"ASV_1011"	"ASV_711"	0.65879264461661	0.019816829661254	7420	0.000465632544195467	"Other"	"Shared"
"17"	"ASV_1011"	"ASV_728"	0.65879264461661	0.019816829661254	7421	0.000465632544195467	"Other"	"Other"
"18"	"ASV_1011"	"ASV_738"	0.65879264461661	0.019816829661254	7422	0.000465632544195467	"Other"	"Other"
"19"	"ASV_1011"	"ASV_741"	0.680693069306931	0.014827426336991	7423	0.000465632544195467	"Other"	"Other"
"20"	"ASV_1011"	"ASV_772"	0.637519390517659	0.0257420726985685	7424	0.000465632544195467	"Other"	"Other"
