"colMeans..t.."	"Node"	"Node_category"
"ASV0001"	0.0837181243787155	"ASV0001"	"Shared"
"ASV0003"	0.0632809619719756	"ASV0003"	"Shared"
"ASV0006"	0.0590493168651131	"ASV0006"	"Shared"
"ASV0008"	0.0380724594018868	"ASV0008"	"Shared"
"ASV0013"	0.015938261231011	"ASV0013"	"Shared"
"ASV0016"	0.0103406387602306	"ASV0016"	"Shared"
"ASV0017"	0.0103652380556494	"ASV0017"	"Shared"
"ASV0020"	0.0470162629904635	"ASV0020"	"Other"
"ASV0021"	0.0185822585074024	"ASV0021"	"Shared"
"ASV0023"	0.00626128514807035	"ASV0023"	"Shared"
"ASV0025"	0.0199939457265514	"ASV0025"	"Shared"
"ASV0028"	0.0361793690787137	"ASV0028"	"Other"
"ASV0029"	0.0145876259933988	"ASV0029"	"Shared"
"ASV0030"	0.00055521810419096	"ASV0030"	"Shared"
"ASV0032"	0.0152473377570433	"ASV0032"	"Shared"
"ASV0033"	0.0333274797176776	"ASV0033"	"Other"
"ASV0034"	0.0129625504645032	"ASV0034"	"Shared"
"ASV0035"	0.0049946917556099	"ASV0035"	"Shared"
"ASV0036"	0.00312862894492599	"ASV0036"	"Shared"
"ASV0037"	0.0150167837156721	"ASV0037"	"Shared"
"ASV0038"	0.00450642612569319	"ASV0038"	"Shared"
"ASV0039"	0.014719402168332	"ASV0039"	"Shared"
"ASV0040"	0.000342005730757952	"ASV0040"	"Other"
"ASV0041"	0.0137077224303665	"ASV0041"	"Shared"
"ASV0042"	0.000131630153606666	"ASV0042"	"Shared"
"ASV0044"	0.0113358611103608	"ASV0044"	"Shared"
"ASV0045"	0.000341307655418219	"ASV0045"	"Shared"
"ASV0048"	0.0132718075830204	"ASV0048"	"Shared"
"ASV0050"	0.00244211808701062	"ASV0050"	"Shared"
"ASV0051"	0.00619945382924844	"ASV0051"	"Shared"
"ASV0053"	0.00223117075293961	"ASV0053"	"Shared"
"ASV0054"	0.021824556894915	"ASV0054"	"Other"
"ASV0056"	0.00405907210026465	"ASV0056"	"Shared"
"ASV0063"	0.0142801559632134	"ASV0063"	"Shared"
"ASV0064"	0.012407394005436	"ASV0064"	"Shared"
"ASV0066"	0.00286135482303878	"ASV0066"	"Shared"
"ASV0068"	0.000397840790657432	"ASV0068"	"Other"
"ASV0071"	0.00669998262694861	"ASV0071"	"Shared"
"ASV0072"	0.00312629190562844	"ASV0072"	"Shared"
"ASV0073"	0.00939717619475949	"ASV0073"	"Shared"
"ASV0077"	0.0182385793013725	"ASV0077"	"Shared"
"ASV0079"	0.000223276740953599	"ASV0079"	"Other"
"ASV0082"	0.00707516929678248	"ASV0082"	"Shared"
"ASV0083"	0.00372709308671733	"ASV0083"	"Shared"
"ASV0085"	0.00503078896892487	"ASV0085"	"Shared"
"ASV0086"	0.00126755220746453	"ASV0086"	"Shared"
"ASV0089"	0.00258363770522554	"ASV0089"	"Shared"
"ASV0090"	0.000797650807071944	"ASV0090"	"Other"
"ASV0096"	0.00718565333647782	"ASV0096"	"Other"
"ASV0097"	0.0107334465065228	"ASV0097"	"Shared"
"ASV0098"	0.000146007673381646	"ASV0098"	"Other"
"ASV0100"	0.00249682135967261	"ASV0100"	"Other"
"ASV0101"	0.00115583602090069	"ASV0101"	"Shared"
"ASV0102"	0.0040621942250715	"ASV0102"	"Shared"
"ASV0104"	0.00468019271405557	"ASV0104"	"Shared"
"ASV0107"	0.0104240549060368	"ASV0107"	"Shared"
"ASV0110"	0.000249695319146997	"ASV0110"	"Other"
"ASV0120"	0.00357584917256149	"ASV0120"	"Shared"
"ASV0121"	0.0130899422352073	"ASV0121"	"Shared"
"ASV0124"	0.000812795601322927	"ASV0124"	"Other"
"ASV0126"	0.00543842504570077	"ASV0126"	"Other"
"ASV0127"	0.0117990209009592	"ASV0127"	"Shared"
"ASV0129"	0.000440589970169137	"ASV0129"	"Other"
"ASV0131"	0.000886684582234061	"ASV0131"	"Other"
"ASV0133"	0.00130998132654278	"ASV0133"	"Shared"
"ASV0134"	0.00520989473039619	"ASV0134"	"Other"
"ASV0136"	0.000540769350804529	"ASV0136"	"Shared"
"ASV0137"	1.86336329621514e-05	"ASV0137"	"Other"
"ASV0142"	0.0037123213581812	"ASV0142"	"Shared"
"ASV0143"	0.000922476469245075	"ASV0143"	"Shared"
"ASV0145"	0.000951501238583673	"ASV0145"	"Shared"
"ASV0147"	0.00392067649087236	"ASV0147"	"Shared"
"ASV0173"	0.000266556236046726	"ASV0173"	"Other"
"ASV0183"	0.000116772167083366	"ASV0183"	"Other"
