"colMeans..t.."	"Node"	"Node_category"
"ASV0001"	0.0955865906607956	"ASV0001"	"Shared"
"ASV0003"	0.0657618329911541	"ASV0003"	"Shared"
"ASV0006"	0.0607292620333766	"ASV0006"	"Shared"
"ASV0008"	0.0405875701998057	"ASV0008"	"Shared"
"ASV0013"	0.0131049902668941	"ASV0013"	"Shared"
"ASV0016"	0.00692743235158037	"ASV0016"	"Shared"
"ASV0017"	0.00946286679282119	"ASV0017"	"Shared"
"ASV0020"	0.00455519187830089	"ASV0020"	"Other"
"ASV0021"	0.0035733518536562	"ASV0021"	"Shared"
"ASV0023"	0.0080080847787891	"ASV0023"	"Shared"
"ASV0025"	0.00630043206702294	"ASV0025"	"Shared"
"ASV0028"	0.00313505766143298	"ASV0028"	"Other"
"ASV0029"	0.00234166350569378	"ASV0029"	"Shared"
"ASV0030"	0.0233141590286007	"ASV0030"	"Shared"
"ASV0031"	0.00926312844237093	"ASV0031"	"Other"
"ASV0032"	0.0201760806216907	"ASV0032"	"Shared"
"ASV0033"	0.00316827429020157	"ASV0033"	"Other"
"ASV0034"	0.0018346199680556	"ASV0034"	"Shared"
"ASV0035"	0.00561446034932435	"ASV0035"	"Shared"
"ASV0036"	0.00441958818849335	"ASV0036"	"Shared"
"ASV0037"	0.00372517820046856	"ASV0037"	"Shared"
"ASV0038"	0.00446863778021264	"ASV0038"	"Shared"
"ASV0039"	0.0033932406615032	"ASV0039"	"Shared"
"ASV0040"	0.0187289460156825	"ASV0040"	"Other"
"ASV0041"	0.0203925373771959	"ASV0041"	"Shared"
"ASV0042"	0.00277720142856035	"ASV0042"	"Shared"
"ASV0044"	0.0195726209737096	"ASV0044"	"Shared"
"ASV0045"	0.017545498691607	"ASV0045"	"Shared"
"ASV0046"	0.00247393826943016	"ASV0046"	"Other"
"ASV0048"	0.00277771566481888	"ASV0048"	"Shared"
"ASV0050"	0.0032326989330166	"ASV0050"	"Shared"
"ASV0051"	0.00627423446506436	"ASV0051"	"Shared"
"ASV0053"	0.00289345639602632	"ASV0053"	"Shared"
"ASV0054"	0.00146464917620907	"ASV0054"	"Other"
"ASV0056"	0.00257607164671154	"ASV0056"	"Shared"
"ASV0063"	0.00184929229943788	"ASV0063"	"Shared"
"ASV0064"	0.00164407045027324	"ASV0064"	"Shared"
"ASV0066"	0.00295473736432579	"ASV0066"	"Shared"
"ASV0068"	0.000168762129778078	"ASV0068"	"Other"
"ASV0071"	0.000111949092623144	"ASV0071"	"Shared"
"ASV0072"	0.00156367029343921	"ASV0072"	"Shared"
"ASV0073"	0.000726470213166872	"ASV0073"	"Shared"
"ASV0075"	0.00155717312440276	"ASV0075"	"Other"
"ASV0077"	0.00121064109597789	"ASV0077"	"Shared"
"ASV0079"	0.011645440724717	"ASV0079"	"Other"
"ASV0082"	0.000737797128676082	"ASV0082"	"Shared"
"ASV0083"	0.00114805503505501	"ASV0083"	"Shared"
"ASV0085"	0.00389628013718411	"ASV0085"	"Shared"
"ASV0086"	0.00300825278228642	"ASV0086"	"Shared"
"ASV0089"	0.00191910854312835	"ASV0089"	"Shared"
"ASV0090"	0.00154327457392831	"ASV0090"	"Other"
"ASV0097"	0.000757024487667506	"ASV0097"	"Shared"
"ASV0100"	0.00160957490713991	"ASV0100"	"Other"
"ASV0101"	0.00231574756373607	"ASV0101"	"Shared"
"ASV0102"	0.00218057081017115	"ASV0102"	"Shared"
"ASV0104"	0.00259816989821719	"ASV0104"	"Shared"
"ASV0107"	0.00108672148179281	"ASV0107"	"Shared"
"ASV0120"	0.00306724047940005	"ASV0120"	"Shared"
"ASV0121"	0.000338008469637515	"ASV0121"	"Shared"
"ASV0124"	0.000310812385873577	"ASV0124"	"Other"
"ASV0126"	0.000615981773689984	"ASV0126"	"Other"
"ASV0127"	0.000907960877639208	"ASV0127"	"Shared"
"ASV0129"	0.000288898060255881	"ASV0129"	"Other"
"ASV0131"	8.93585609386534e-05	"ASV0131"	"Other"
"ASV0133"	0.00108274759252889	"ASV0133"	"Shared"
"ASV0134"	0.000253143194667117	"ASV0134"	"Other"
"ASV0136"	0.00136202361849983	"ASV0136"	"Shared"
"ASV0137"	0.00856319653695718	"ASV0137"	"Other"
"ASV0142"	0.000785745439926597	"ASV0142"	"Shared"
"ASV0143"	0.0015465688378796	"ASV0143"	"Shared"
"ASV0145"	0.000718061807054981	"ASV0145"	"Shared"
"ASV0147"	0.00106842766869519	"ASV0147"	"Shared"
"ASV0183"	0.00209806352547056	"ASV0183"	"Other"
"ASV0189"	0.0153962336483721	"ASV0189"	"Shared"
"ASV0196"	0.00601010009519656	"ASV0196"	"Other"
"ASV0202"	0.00634339073677818	"ASV0202"	"Other"
"ASV0206"	0.00324028184627416	"ASV0206"	"Shared"
"ASV0211"	0.00087830628288645	"ASV0211"	"Shared"
"ASV0214"	0.0066141805795952	"ASV0214"	"Other"
"ASV0223"	0.000755949839725895	"ASV0223"	"Shared"
"ASV0240"	0.00100523882865302	"ASV0240"	"Other"
"ASV0250"	0.000980731472556912	"ASV0250"	"Other"
"ASV0255"	0.00105641387266881	"ASV0255"	"Other"
"ASV0257"	0.00141081118431367	"ASV0257"	"Other"
"ASV0258"	0.00277171305276744	"ASV0258"	"Other"
"ASV0261"	0.000356334898699447	"ASV0261"	"Shared"
"ASV0263"	0.0207638859108946	"ASV0263"	"Unique"
"ASV0270"	0.000451399337947638	"ASV0270"	"Shared"
"ASV0273"	0.000638799275824722	"ASV0273"	"Shared"
"ASV0277"	0.000235682300259251	"ASV0277"	"Shared"
"ASV0278"	0.000585015946003658	"ASV0278"	"Shared"
"ASV0283"	0.000210033281243204	"ASV0283"	"Other"
"ASV0286"	0.00458850988856143	"ASV0286"	"Other"
"ASV0304"	0.00258991454108091	"ASV0304"	"Other"
"ASV0308"	0.00452297685873411	"ASV0308"	"Other"
"ASV0312"	0.00171792156165803	"ASV0312"	"Shared"
"ASV0316"	0.0186525226094735	"ASV0316"	"Unique"
"ASV0332"	0.00792198804833424	"ASV0332"	"Shared"
"ASV0348"	0.00413884029941598	"ASV0348"	"Other"
"ASV0351"	0.00102690026825457	"ASV0351"	"Other"
"ASV0354"	0.000706133413249891	"ASV0354"	"Other"
"ASV0356"	0.00361344890169333	"ASV0356"	"Shared"
"ASV0364"	4.12711514651259e-05	"ASV0364"	"Other"
"ASV0367"	0.00382629818712323	"ASV0367"	"Other"
"ASV0373"	0.0149358293445147	"ASV0373"	"Unique"
"ASV0381"	0.000235274555936187	"ASV0381"	"Shared"
"ASV0386"	0.00123813454395378	"ASV0386"	"Other"
"ASV0395"	0.000389588311683983	"ASV0395"	"Shared"
"ASV0398"	0.0011625158939953	"ASV0398"	"Other"
"ASV0400"	0.000164977610181475	"ASV0400"	"Other"
"ASV0402"	0.000327451012418039	"ASV0402"	"Shared"
"ASV0405"	0.00110550904670449	"ASV0405"	"Other"
"ASV0411"	6.19067271976888e-05	"ASV0411"	"Other"
"ASV0414"	0.00194718016911326	"ASV0414"	"Other"
"ASV0424"	0.00100385052453078	"ASV0424"	"Other"
"ASV0426"	0.00221825719559084	"ASV0426"	"Shared"
"ASV0427"	0.00145116327263359	"ASV0427"	"Other"
"ASV0434"	0.00787698254985498	"ASV0434"	"Other"
"ASV0440"	5.90667454223272e-05	"ASV0440"	"Other"
"ASV0442"	0.00919260249034606	"ASV0442"	"Shared"
"ASV0443"	0.000268262484523318	"ASV0443"	"Other"
"ASV0445"	0.000101014025408913	"ASV0445"	"Other"
"ASV0449"	0.000156139523921753	"ASV0449"	"Other"
"ASV0454"	0.0001885458402074	"ASV0454"	"Other"
"ASV0456"	0.000101257277866847	"ASV0456"	"Shared"
"ASV0460"	0.00168522419500451	"ASV0460"	"Shared"
"ASV0462"	9.28191713779428e-05	"ASV0462"	"Other"
"ASV0464"	0.00377077090667771	"ASV0464"	"Shared"
"ASV0469"	9.71288705854928e-05	"ASV0469"	"Other"
"ASV0470"	0.000197383926467122	"ASV0470"	"Other"
"ASV0478"	0.000500001478794494	"ASV0478"	"Other"
"ASV0482"	5.63777307963354e-05	"ASV0482"	"Other"
"ASV0497"	0.00148136674334543	"ASV0497"	"Shared"
"ASV0512"	0.000386431435116399	"ASV0512"	"Shared"
"ASV0516"	0.00015188591680027	"ASV0516"	"Other"
"ASV0517"	0.000123813454395378	"ASV0517"	"Other"
"ASV0520"	0.00013846335140231	"ASV0520"	"Other"
"ASV0524"	0.000126571597333558	"ASV0524"	"Other"
"ASV0547"	4.12711514651259e-05	"ASV0547"	"Other"
"ASV0558"	0.000388573217703782	"ASV0558"	"Other"
"ASV0561"	0.00757479605731333	"ASV0561"	"Other"
"ASV0564"	0.000118133490844654	"ASV0564"	"Shared"
"ASV0569"	0.000662860674190368	"ASV0569"	"Shared"
"ASV0577"	0.00165084605860503	"ASV0577"	"Other"
"ASV0612"	0.000691242801110057	"ASV0612"	"Other"
"ASV0614"	0.00161140077008824	"ASV0614"	"Other"
"ASV0618"	0.0045469654205776	"ASV0618"	"Other"
"ASV0624"	0.000616381474430905	"ASV0624"	"Other"
"ASV0634"	6.75048519112311e-05	"ASV0634"	"Shared"
"ASV0637"	0.00114723235625161	"ASV0637"	"Other"
"ASV0640"	0.00390803538020632	"ASV0640"	"Other"
"ASV0643"	0.00218051286167882	"ASV0643"	"Other"
"ASV0647"	0.000335847277869432	"ASV0647"	"Shared"
"ASV0660"	0.003793075845675	"ASV0660"	"Other"
"ASV0675"	0.00187045008787794	"ASV0675"	"Shared"
"ASV0679"	0.000216294160057678	"ASV0679"	"Other"
"ASV0680"	0.000515451348347225	"ASV0680"	"Shared"
"ASV0691"	0.000926974971675765	"ASV0691"	"Other"
"ASV0709"	0.000468224466003365	"ASV0709"	"Other"
"ASV0711"	5.06286389334233e-05	"ASV0711"	"Shared"
"ASV0723"	0.000341893624460935	"ASV0723"	"Shared"
"ASV0724"	0.000436239673280861	"ASV0724"	"Other"
"ASV0726"	2.33109289405183e-05	"ASV0726"	"Other"
"ASV0727"	0.00564739392672526	"ASV0727"	"Other"
"ASV0728"	0.000237060036810447	"ASV0728"	"Other"
"ASV0734"	0.00133532013890658	"ASV0734"	"Other"
"ASV0738"	0.000161489814317246	"ASV0738"	"Other"
"ASV0741"	0.000160324023289174	"ASV0741"	"Other"
"ASV0764"	0.00799368533748745	"ASV0764"	"Other"
"ASV0768"	5.82773223512957e-05	"ASV0768"	"Shared"
"ASV0783"	0.00638774421775576	"ASV0783"	"Other"
"ASV0784"	0.000799952288234029	"ASV0784"	"Other"
"ASV0811"	0.00137869213818597	"ASV0811"	"Shared"
"ASV0817"	0.000432152739198512	"ASV0817"	"Other"
"ASV0826"	0.000236210455775494	"ASV0826"	"Other"
"ASV0832"	0.000194257741170986	"ASV0832"	"Other"
"ASV0833"	0.00320038486628402	"ASV0833"	"Shared"
"ASV0835"	0.00491522107330119	"ASV0835"	"Other"
"ASV0837"	8.54348338439783e-05	"ASV0837"	"Shared"
"ASV0844"	0.000297497398077111	"ASV0844"	"Other"
"ASV0846"	0.00132298902585165	"ASV0846"	"Other"
"ASV0863"	0.00198615708696961	"ASV0863"	"Other"
"ASV0866"	0.000179891258059069	"ASV0866"	"Shared"
