"From"	"to"	"rValue"	"pValue"	"n"	"colMeans..t.."	"From_type"	"To_type"
"1"	"ASV_1000"	"ASV_51"	0.732226676869567	0.0160409213161005	6282	0.0040367881568	"Other"	"Shared"
"2"	"ASV_1000"	"ASV_86"	0.865271301292961	0.00122128830232705	6283	0.0040367881568	"Other"	"Shared"
"3"	"ASV_1000"	"ASV_137"	0.848469916801835	0.00191309030820548	6284	0.0040367881568	"Other"	"Other"
"4"	"ASV_1000"	"ASV_196"	0.848469916801835	0.00191309030820548	6285	0.0040367881568	"Other"	"Other"
"5"	"ASV_1000"	"ASV_214"	0.848469916801835	0.00191309030820548	6286	0.0040367881568	"Other"	"Other"
"6"	"ASV_1000"	"ASV_263"	0.865271301292961	0.00122128830232705	6287	0.0040367881568	"Other"	"Other"
"7"	"ASV_1000"	"ASV_312"	0.833585489472594	0.00273068333614371	6288	0.0040367881568	"Other"	"Shared"
"8"	"ASV_1000"	"ASV_316"	0.865271301292961	0.00122128830232705	6289	0.0040367881568	"Other"	"Other"
"9"	"ASV_1000"	"ASV_348"	0.848469916801835	0.00191309030820548	6290	0.0040367881568	"Other"	"Other"
"10"	"ASV_1000"	"ASV_373"	0.865271301292961	0.00122128830232705	6291	0.0040367881568	"Other"	"Other"
"11"	"ASV_1000"	"ASV_405"	0.848469916801835	0.00191309030820548	6292	0.0040367881568	"Other"	"Other"
"12"	"ASV_1000"	"ASV_675"	0.840758628138566	0.00231048929855642	6293	0.0040367881568	"Other"	"Shared"
"13"	"ASV_1000"	"ASV_724"	0.862043656699036	0.00133713237911551	6294	0.0040367881568	"Other"	"Other"
"14"	"ASV_1000"	"ASV_734"	0.840758628138566	0.00231048929855642	6295	0.0040367881568	"Other"	"Other"
"15"	"ASV_1000"	"ASV_783"	0.803385749074429	0.00511818288235887	6296	0.0040367881568	"Other"	"Other"
"16"	"ASV_1000"	"ASV_833"	0.981651376146789	4.85062059067869e-07	6297	0.0040367881568	"Other"	"Shared"
"17"	"ASV_1000"	"ASV_874"	0.642529405317179	0.0451259354468072	6298	0.0040367881568	"Other"	"Other"
"18"	"ASV_1000"	"ASV_889"	0.981651376146789	4.85062059067869e-07	6299	0.0040367881568	"Other"	"Other"
"19"	"ASV_1000"	"ASV_894"	0.723690971055981	0.0179806931458516	6300	0.0040367881568	"Other"	"Other"
"20"	"ASV_1000"	"ASV_926"	0.848469916801835	0.00191309030820548	6301	0.0040367881568	"Other"	"Other"
"21"	"ASV_1000"	"ASV_1106"	0.940102148135863	0.000998052621735969	6302	0.0040367881568	"Other"	"Other"
"22"	"ASV_1000"	"ASV_1158"	0.860185401343978	0.0254250602747904	6303	0.0040367881568	"Other"	"Other"
"23"	"ASV_1000"	"ASV_1461"	0.83166853231071	0.049427195399174	6304	0.0040367881568	"Other"	"Shared"
"24"	"ASV_1000"	"ASV_1557"	0.981651376146789	9.72131128048915e-06	6305	0.0040367881568	"Other"	"Other"
"25"	"ASV_1000"	"ASV_1564"	0.862043656699036	0.0242222936143503	6306	0.0040367881568	"Other"	"Other"
"26"	"ASV_1000"	"ASV_1660"	0.926605504587156	0.00220655678136408	6307	0.0040367881568	"Other"	"Other"
"27"	"ASV_1000"	"ASV_1674"	0.898874070275212	0.00758980367463976	6308	0.0040367881568	"Other"	"Other"
"28"	"ASV_1000"	"ASV_2125"	0.944954128440367	0.000716785143596904	6309	0.0040367881568	"Other"	"Other"
"29"	"ASV_1000"	"ASV_2248"	0.915675454766337	0.00377827629809078	6310	0.0040367881568	"Other"	"Other"
"30"	"ASV_1000"	"ASV_3430"	0.840758628138566	0.040278129808289	6311	0.0040367881568	"Other"	"Other"
"31"	"ASV_1000"	"ASV_4067"	0.862043656699036	0.0242222936143503	6312	0.0040367881568	"Other"	"Other"
"32"	"ASV_1009"	"ASV_89"	1	1.0635035875251e-62	6313	0.000268262484523318	"Other"	"Shared"
"33"	"ASV_1009"	"ASV_100"	1	1.0635035875251e-62	6314	0.000268262484523318	"Other"	"Other"
"34"	"ASV_1009"	"ASV_129"	1	1.0635035875251e-62	6315	0.000268262484523318	"Other"	"Other"
"35"	"ASV_1009"	"ASV_364"	1	1.0635035875251e-62	6316	0.000268262484523318	"Other"	"Other"
"36"	"ASV_1009"	"ASV_367"	0.74535599249993	0.0133490634260187	6317	0.000268262484523318	"Other"	"Other"
"37"	"ASV_1009"	"ASV_386"	1	1.0635035875251e-62	6318	0.000268262484523318	"Other"	"Other"
"38"	"ASV_1009"	"ASV_411"	1	1.0635035875251e-62	6319	0.000268262484523318	"Other"	"Other"
"39"	"ASV_1009"	"ASV_443"	1	1.0635035875251e-62	6320	0.000268262484523318	"Other"	"Other"
"40"	"ASV_1009"	"ASV_517"	1	1.0635035875251e-62	6321	0.000268262484523318	"Other"	"Other"
"41"	"ASV_1009"	"ASV_547"	1	1.0635035875251e-62	6322	0.000268262484523318	"Other"	"Other"
"42"	"ASV_1009"	"ASV_577"	1	1.0635035875251e-62	6323	0.000268262484523318	"Other"	"Other"
"43"	"ASV_1009"	"ASV_905"	0.74535599249993	0.0133490634260187	6324	0.000268262484523318	"Other"	"Other"
"44"	"ASV_1009"	"ASV_953"	0.642529405317179	0.0451259354468072	6325	0.000268262484523318	"Other"	"Other"
"45"	"ASV_1009"	"ASV_1111"	1	2.15077351806617e-61	6327	0.000268262484523318	"Other"	"Other"
"46"	"ASV_1009"	"ASV_1203"	1	2.15077351806617e-61	6328	0.000268262484523318	"Other"	"Other"
"47"	"ASV_1009"	"ASV_1480"	1	2.15077351806617e-61	6329	0.000268262484523318	"Other"	"Other"
"48"	"ASV_1009"	"ASV_1502"	1	2.15077351806617e-61	6330	0.000268262484523318	"Other"	"Other"
"49"	"ASV_1009"	"ASV_1543"	1	2.15077351806617e-61	6331	0.000268262484523318	"Other"	"Other"
"50"	"ASV_1009"	"ASV_1551"	1	2.15077351806617e-61	6332	0.000268262484523318	"Other"	"Other"
"51"	"ASV_1009"	"ASV_1742"	1	2.15077351806617e-61	6333	0.000268262484523318	"Other"	"Other"
"52"	"ASV_1009"	"ASV_1797"	1	2.15077351806617e-61	6334	0.000268262484523318	"Other"	"Other"
"53"	"ASV_1009"	"ASV_1850"	1	2.15077351806617e-61	6335	0.000268262484523318	"Other"	"Other"
"54"	"ASV_1009"	"ASV_1943"	1	2.15077351806617e-61	6336	0.000268262484523318	"Other"	"Other"
"55"	"ASV_1009"	"ASV_2073"	1	2.15077351806617e-61	6337	0.000268262484523318	"Other"	"Other"
"56"	"ASV_1009"	"ASV_2185"	1	2.15077351806617e-61	6338	0.000268262484523318	"Other"	"Other"
"57"	"ASV_1009"	"ASV_2435"	1	2.15077351806617e-61	6339	0.000268262484523318	"Other"	"Other"
"58"	"ASV_1009"	"ASV_2436"	1	2.15077351806617e-61	6340	0.000268262484523318	"Other"	"Other"
"59"	"ASV_1009"	"ASV_2554"	1	2.15077351806617e-61	6341	0.000268262484523318	"Other"	"Other"
"60"	"ASV_1009"	"ASV_2645"	1	2.15077351806617e-61	6342	0.000268262484523318	"Other"	"Other"
"61"	"ASV_1009"	"ASV_3183"	1	2.15077351806617e-61	6343	0.000268262484523318	"Other"	"Other"
"62"	"ASV_1009"	"ASV_3247"	1	2.15077351806617e-61	6344	0.000268262484523318	"Other"	"Other"
"63"	"ASV_1009"	"ASV_3399"	1	2.15077351806617e-61	6345	0.000268262484523318	"Other"	"Other"
"64"	"ASV_1009"	"ASV_3424"	1	2.15077351806617e-61	6346	0.000268262484523318	"Other"	"Other"
"65"	"ASV_1009"	"ASV_3542"	1	2.15077351806617e-61	6347	0.000268262484523318	"Other"	"Other"
"66"	"ASV_1009"	"ASV_3824"	1	2.15077351806617e-61	6348	0.000268262484523318	"Other"	"Other"
"67"	"ASV_1009"	"ASV_3882"	1	2.15077351806617e-61	6349	0.000268262484523318	"Other"	"Other"
"68"	"ASV_1009"	"ASV_3916"	1	2.15077351806617e-61	6350	0.000268262484523318	"Other"	"Other"
"69"	"ASV_1009"	"ASV_4208"	1	2.15077351806617e-61	6351	0.000268262484523318	"Other"	"Other"
"70"	"ASV_1009"	"ASV_4292"	1	2.15077351806617e-61	6352	0.000268262484523318	"Other"	"Other"
"71"	"ASV_1009"	"ASV_4655"	1	2.15077351806617e-61	6353	0.000268262484523318	"Other"	"Other"
"72"	"ASV_1009"	"ASV_5122"	1	2.15077351806617e-61	6354	0.000268262484523318	"Other"	"Other"
"73"	"ASV_1009"	"ASV_5123"	1	2.15077351806617e-61	6355	0.000268262484523318	"Other"	"Other"
"74"	"ASV_1009"	"ASV_5258"	1	2.15077351806617e-61	6356	0.000268262484523318	"Other"	"Other"
"75"	"ASV_1009"	"ASV_5259"	1	2.15077351806617e-61	6357	0.000268262484523318	"Other"	"Other"
"76"	"ASV_1009"	"ASV_5261"	1	2.15077351806617e-61	6358	0.000268262484523318	"Other"	"Other"
"77"	"ASV_1009"	"ASV_5731"	1	2.15077351806617e-61	6359	0.000268262484523318	"Other"	"Other"
"78"	"ASV_1011"	"ASV_270"	1	1.0635035875251e-62	6360	0.00072223894071622	"Other"	"Shared"
"79"	"ASV_1011"	"ASV_434"	0.74535599249993	0.0133490634260187	6361	0.00072223894071622	"Other"	"Other"
"80"	"ASV_1011"	"ASV_460"	1	1.0635035875251e-62	6362	0.00072223894071622	"Other"	"Shared"
"81"	"ASV_1011"	"ASV_811"	0.74535599249993	0.0133490634260187	6363	0.00072223894071622	"Other"	"Shared"
"82"	"ASV_1011"	"ASV_863"	1	1.0635035875251e-62	6364	0.00072223894071622	"Other"	"Other"
"83"	"ASV_1011"	"ASV_891"	0.74535599249993	0.0133490634260187	6365	0.00072223894071622	"Other"	"Other"
"84"	"ASV_1011"	"ASV_1377"	1	2.15077351806617e-61	6367	0.00072223894071622	"Other"	"Other"
"85"	"ASV_1011"	"ASV_1694"	1	2.15077351806617e-61	6368	0.00072223894071622	"Other"	"Other"
"86"	"ASV_1011"	"ASV_2719"	1	2.15077351806617e-61	6369	0.00072223894071622	"Other"	"Other"
"87"	"ASV_1011"	"ASV_3265"	1	2.15077351806617e-61	6370	0.00072223894071622	"Other"	"Other"
"88"	"ASV_1011"	"ASV_3451"	1	2.15077351806617e-61	6371	0.00072223894071622	"Other"	"Other"
"89"	"ASV_1011"	"ASV_4455"	1	2.15077351806617e-61	6372	0.00072223894071622	"Other"	"Other"
"90"	"ASV_1011"	"ASV_5101"	1	2.15077351806617e-61	6373	0.00072223894071622	"Other"	"Other"
"91"	"ASV_1011"	"ASV_6136"	1	2.15077351806617e-61	6374	0.00072223894071622	"Other"	"Other"
"92"	"ASV_1011"	"ASV_6137"	1	2.15077351806617e-61	6375	0.00072223894071622	"Other"	"Other"
"93"	"ASV_1040"	"ASV_107"	0.649193371094336	0.0422392740798629	6376	0.000207532253577753	"Other"	"Shared"
"94"	"ASV_1040"	"ASV_142"	0.723690971055981	0.0179806931458516	6377	0.000207532253577753	"Other"	"Shared"
"95"	"ASV_1040"	"ASV_147"	0.723690971055981	0.0179806931458516	6378	0.000207532253577753	"Other"	"Shared"
"96"	"ASV_1040"	"ASV_381"	0.975308641975309	1.57845213969965e-06	6379	0.000207532253577753	"Other"	"Shared"
"97"	"ASV_1040"	"ASV_395"	0.975308641975309	1.57845213969965e-06	6380	0.000207532253577753	"Other"	"Shared"
"98"	"ASV_1040"	"ASV_637"	0.862043656699036	0.00133713237911551	6381	0.000207532253577753	"Other"	"Other"
"99"	"ASV_1040"	"ASV_679"	0.74535599249993	0.0133490634260187	6382	0.000207532253577753	"Other"	"Other"
"100"	"ASV_1040"	"ASV_691"	0.74535599249993	0.0133490634260187	6383	0.000207532253577753	"Other"	"Other"
