"From"	"to"	"rValue"	"pValue"	"n"	"colMeans..t.."	"From_type"	"To_type"
"1"	"ASV_1002"	"ASV_30"	1	3.97186241008173e-24	13467	0.000812874620247968	"Other"	"Shared"
"2"	"ASV_1002"	"ASV_45"	1	3.97186241008173e-24	13468	0.000812874620247968	"Other"	"Shared"
"3"	"ASV_1002"	"ASV_79"	1	3.97186241008173e-24	13469	0.000812874620247968	"Other"	"Other"
"4"	"ASV_1002"	"ASV_137"	1	3.97186241008173e-24	13470	0.000812874620247968	"Other"	"Other"
"5"	"ASV_1002"	"ASV_143"	1	3.97186241008173e-24	13471	0.000812874620247968	"Other"	"Shared"
"6"	"ASV_1002"	"ASV_186"	1	3.97186241008173e-24	13472	0.000812874620247968	"Other"	"Other"
"7"	"ASV_1002"	"ASV_196"	1	3.97186241008173e-24	13473	0.000812874620247968	"Other"	"Other"
"8"	"ASV_1002"	"ASV_202"	1	3.97186241008173e-24	13474	0.000812874620247968	"Other"	"Other"
"9"	"ASV_1002"	"ASV_214"	1	3.97186241008173e-24	13475	0.000812874620247968	"Other"	"Other"
"10"	"ASV_1002"	"ASV_240"	1	3.97186241008173e-24	13476	0.000812874620247968	"Other"	"Other"
"11"	"ASV_1002"	"ASV_250"	1	3.97186241008173e-24	13477	0.000812874620247968	"Other"	"Other"
"12"	"ASV_1002"	"ASV_258"	1	3.97186241008173e-24	13478	0.000812874620247968	"Other"	"Other"
"13"	"ASV_1002"	"ASV_294"	1	3.97186241008173e-24	13479	0.000812874620247968	"Other"	"Other"
"14"	"ASV_1002"	"ASV_308"	1	3.97186241008173e-24	13480	0.000812874620247968	"Other"	"Other"
"15"	"ASV_1002"	"ASV_312"	1	3.97186241008173e-24	13481	0.000812874620247968	"Other"	"Shared"
"16"	"ASV_1002"	"ASV_344"	1	3.97186241008173e-24	13482	0.000812874620247968	"Other"	"Other"
"17"	"ASV_1002"	"ASV_348"	1	3.97186241008173e-24	13483	0.000812874620247968	"Other"	"Other"
"18"	"ASV_1002"	"ASV_386"	1	3.97186241008173e-24	13484	0.000812874620247968	"Other"	"Other"
"19"	"ASV_1002"	"ASV_398"	1	3.97186241008173e-24	13485	0.000812874620247968	"Other"	"Other"
"20"	"ASV_1002"	"ASV_405"	1	3.97186241008173e-24	13486	0.000812874620247968	"Other"	"Other"
"21"	"ASV_1002"	"ASV_418"	1	3.97186241008173e-24	13487	0.000812874620247968	"Other"	"Other"
"22"	"ASV_1002"	"ASV_426"	1	3.97186241008173e-24	13488	0.000812874620247968	"Other"	"Shared"
"23"	"ASV_1002"	"ASV_443"	1	3.97186241008173e-24	13489	0.000812874620247968	"Other"	"Other"
"24"	"ASV_1002"	"ASV_451"	1	3.97186241008173e-24	13490	0.000812874620247968	"Other"	"Other"
"25"	"ASV_1002"	"ASV_452"	1	3.97186241008173e-24	13491	0.000812874620247968	"Other"	"Other"
"26"	"ASV_1002"	"ASV_456"	1	3.97186241008173e-24	13492	0.000812874620247968	"Other"	"Shared"
"27"	"ASV_1002"	"ASV_460"	1	3.97186241008173e-24	13493	0.000812874620247968	"Other"	"Shared"
"28"	"ASV_1002"	"ASV_482"	1	3.97186241008173e-24	13494	0.000812874620247968	"Other"	"Other"
"29"	"ASV_1002"	"ASV_497"	1	3.97186241008173e-24	13495	0.000812874620247968	"Other"	"Shared"
"30"	"ASV_1002"	"ASV_525"	1	3.97186241008173e-24	13496	0.000812874620247968	"Other"	"Other"
"31"	"ASV_1002"	"ASV_569"	1	3.97186241008173e-24	13497	0.000812874620247968	"Other"	"Shared"
"32"	"ASV_1002"	"ASV_624"	1	3.97186241008173e-24	13498	0.000812874620247968	"Other"	"Other"
"33"	"ASV_1002"	"ASV_640"	1	3.97186241008173e-24	13499	0.000812874620247968	"Other"	"Other"
"34"	"ASV_1002"	"ASV_661"	1	3.97186241008173e-24	13500	0.000812874620247968	"Other"	"Other"
"35"	"ASV_1002"	"ASV_675"	1	3.97186241008173e-24	13501	0.000812874620247968	"Other"	"Shared"
"36"	"ASV_1002"	"ASV_691"	1	3.97186241008173e-24	13502	0.000812874620247968	"Other"	"Other"
