"From"	"to"	"rValue"	"pValue"
"ASV0001"	"ASV0003"	1	1.82294235945217e-23
"ASV0001"	"ASV0006"	1	1.82294235945217e-23
"ASV0001"	"ASV0008"	1	1.82294235945217e-23
"ASV0001"	"ASV0013"	0.974679434480896	0.0219426576670314
"ASV0001"	"ASV0064"	1	1.82294235945217e-23
"ASV0001"	"ASV0085"	1	1.82294235945217e-23
"ASV0001"	"ASV0102"	1	1.82294235945217e-23
"ASV0001"	"ASV0223"	0.974679434480896	0.0219426576670314
"ASV0001"	"ASV0277"	1	1.82294235945217e-23
"ASV0001"	"ASV0278"	1	1.82294235945217e-23
"ASV0001"	"ASV1256"	1	1.82294235945217e-23
"ASV0001"	"ASV4134"	0.974679434480896	0.0219426576670314
"ASV0003"	"ASV0001"	1	3.97186241008173e-24
"ASV0003"	"ASV0006"	1	1.82294235945217e-23
"ASV0003"	"ASV0008"	1	1.82294235945217e-23
"ASV0003"	"ASV0013"	0.974679434480896	0.0219426576670314
"ASV0003"	"ASV0064"	1	1.82294235945217e-23
"ASV0003"	"ASV0085"	1	1.82294235945217e-23
"ASV0003"	"ASV0102"	1	1.82294235945217e-23
"ASV0003"	"ASV0223"	0.974679434480896	0.0219426576670314
"ASV0003"	"ASV0277"	1	1.82294235945217e-23
"ASV0003"	"ASV0278"	1	1.82294235945217e-23
"ASV0003"	"ASV1256"	1	1.82294235945217e-23
"ASV0003"	"ASV4134"	0.974679434480896	0.0219426576670314
"ASV0006"	"ASV0001"	1	3.97186241008173e-24
"ASV0006"	"ASV0003"	1	3.97186241008173e-24
"ASV0006"	"ASV0008"	1	1.82294235945217e-23
"ASV0006"	"ASV0013"	0.974679434480896	0.0219426576670314
"ASV0006"	"ASV0064"	1	1.82294235945217e-23
"ASV0006"	"ASV0085"	1	1.82294235945217e-23
"ASV0006"	"ASV0102"	1	1.82294235945217e-23
"ASV0006"	"ASV0223"	0.974679434480896	0.0219426576670314
"ASV0006"	"ASV0277"	1	1.82294235945217e-23
"ASV0006"	"ASV0278"	1	1.82294235945217e-23
"ASV0006"	"ASV1256"	1	1.82294235945217e-23
"ASV0006"	"ASV4134"	0.974679434480896	0.0219426576670314
"ASV0008"	"ASV0001"	1	3.97186241008173e-24
"ASV0008"	"ASV0003"	1	3.97186241008173e-24
"ASV0008"	"ASV0006"	1	3.97186241008173e-24
"ASV0008"	"ASV0013"	0.974679434480896	0.0219426576670314
"ASV0008"	"ASV0064"	1	1.82294235945217e-23
"ASV0008"	"ASV0085"	1	1.82294235945217e-23
"ASV0008"	"ASV0102"	1	1.82294235945217e-23
"ASV0008"	"ASV0223"	0.974679434480896	0.0219426576670314
"ASV0008"	"ASV0277"	1	1.82294235945217e-23
"ASV0008"	"ASV0278"	1	1.82294235945217e-23
"ASV0008"	"ASV1256"	1	1.82294235945217e-23
"ASV0008"	"ASV4134"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0001"	0.974679434480896	0.00481823046819854
"ASV0013"	"ASV0003"	0.974679434480896	0.00481823046819854
"ASV0013"	"ASV0006"	0.974679434480896	0.00481823046819854
"ASV0013"	"ASV0008"	0.974679434480896	0.00481823046819854
"ASV0013"	"ASV0023"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0029"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0035"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0038"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0064"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0085"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0102"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0277"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV0278"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV1045"	0.974679434480896	0.0219426576670314
"ASV0013"	"ASV1256"	0.974679434480896	0.0219426576670314
"ASV0016"	"ASV0017"	0.974679434480896	0.0219426576670314
"ASV0016"	"ASV0021"	1	1.82294235945217e-23
"ASV0016"	"ASV0034"	1	1.82294235945217e-23
"ASV0016"	"ASV0206"	1	1.82294235945217e-23
"ASV0016"	"ASV0381"	1	1.82294235945217e-23
"ASV0016"	"ASV0634"	0.974679434480896	0.0219426576670314
"ASV0016"	"ASV1496"	1	1.82294235945217e-23
"ASV0017"	"ASV0013"	0.921052631578948	0.0263105196855778
"ASV0017"	"ASV0016"	0.974679434480896	0.00481823046819854
"ASV0017"	"ASV0021"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0023"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0029"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0034"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0035"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0038"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0206"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV0381"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV1045"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV1496"	0.974679434480896	0.0219426576670314
"ASV0017"	"ASV2163"	0.973328526784575	0.0237088072966677
"ASV0021"	"ASV0016"	1	3.97186241008173e-24
"ASV0021"	"ASV0017"	0.974679434480896	0.00481823046819854
"ASV0021"	"ASV0034"	1	1.82294235945217e-23
"ASV0021"	"ASV0206"	1	1.82294235945217e-23
"ASV0021"	"ASV0381"	1	1.82294235945217e-23
"ASV0021"	"ASV0634"	0.974679434480896	0.0219426576670314
"ASV0021"	"ASV1496"	1	1.82294235945217e-23
"ASV0023"	"ASV0001"	0.9	0.0373860734684988
"ASV0023"	"ASV0003"	0.9	0.0373860734684988
"ASV0023"	"ASV0006"	0.9	0.0373860734684988
"ASV0023"	"ASV0008"	0.9	0.0373860734684988
"ASV0023"	"ASV0013"	0.974679434480896	0.00481823046819854
"ASV0023"	"ASV0016"	0.9	0.0373860734684988
"ASV0023"	"ASV0017"	0.974679434480896	0.00481823046819854
"ASV0023"	"ASV0021"	0.9	0.0373860734684988
"ASV0023"	"ASV0029"	1	1.82294235945217e-23
"ASV0023"	"ASV0035"	1	1.82294235945217e-23
"ASV0023"	"ASV0038"	1	1.82294235945217e-23
"ASV0023"	"ASV0634"	0.974679434480896	0.0219426576670314
"ASV0023"	"ASV1045"	1	1.82294235945217e-23
"ASV0023"	"ASV3286"	0.974679434480896	0.0219426576670314
"ASV0025"	"ASV0037"	1	1.82294235945217e-23
"ASV0028"	"ASV0023"	0.894427190999916	0.040519326353834
"ASV0028"	"ASV0126"	1	1.82294235945217e-23
"ASV0028"	"ASV1163"	1	1.82294235945217e-23
"ASV0028"	"ASV4262"	0.968245836551854	0.0307608356864991
"ASV0029"	"ASV0001"	0.9	0.0373860734684988
"ASV0029"	"ASV0003"	0.9	0.0373860734684988
"ASV0029"	"ASV0006"	0.9	0.0373860734684988
"ASV0029"	"ASV0008"	0.9	0.0373860734684988
"ASV0029"	"ASV0013"	0.974679434480896	0.00481823046819854
"ASV0029"	"ASV0016"	0.9	0.0373860734684988
"ASV0029"	"ASV0017"	0.974679434480896	0.00481823046819854
"ASV0029"	"ASV0021"	0.9	0.0373860734684988
"ASV0029"	"ASV0023"	1	3.97186241008173e-24
"ASV0029"	"ASV0028"	0.894427190999916	0.040519326353834
"ASV0029"	"ASV0035"	1	1.82294235945217e-23
"ASV0029"	"ASV0038"	1	1.82294235945217e-23
"ASV0029"	"ASV0634"	0.974679434480896	0.0219426576670314
"ASV0029"	"ASV1045"	1	1.82294235945217e-23
"ASV0029"	"ASV3286"	0.974679434480896	0.0219426576670314
"ASV0030"	"ASV0045"	1	1.82294235945217e-23
"ASV0030"	"ASV0079"	1	1.82294235945217e-23
"ASV0030"	"ASV0137"	1	1.82294235945217e-23
"ASV0030"	"ASV0143"	1	1.82294235945217e-23
"ASV0030"	"ASV0186"	1	1.82294235945217e-23
"ASV0030"	"ASV0196"	1	1.82294235945217e-23
"ASV0030"	"ASV0202"	1	1.82294235945217e-23
"ASV0030"	"ASV0214"	1	1.82294235945217e-23
"ASV0030"	"ASV0240"	1	1.82294235945217e-23
"ASV0030"	"ASV0250"	1	1.82294235945217e-23
"ASV0030"	"ASV0258"	1	1.82294235945217e-23
"ASV0030"	"ASV0294"	1	1.82294235945217e-23
"ASV0030"	"ASV0308"	1	1.82294235945217e-23
"ASV0030"	"ASV0312"	1	1.82294235945217e-23
"ASV0030"	"ASV0344"	1	1.82294235945217e-23
"ASV0030"	"ASV0348"	1	1.82294235945217e-23
"ASV0030"	"ASV0386"	1	1.82294235945217e-23
"ASV0030"	"ASV0398"	1	1.82294235945217e-23
"ASV0030"	"ASV0405"	1	1.82294235945217e-23
"ASV0030"	"ASV0418"	1	1.82294235945217e-23
"ASV0030"	"ASV0426"	1	1.82294235945217e-23
"ASV0030"	"ASV0443"	1	1.82294235945217e-23
"ASV0030"	"ASV0451"	1	1.82294235945217e-23
"ASV0030"	"ASV0452"	1	1.82294235945217e-23
"ASV0030"	"ASV0456"	1	1.82294235945217e-23
"ASV0030"	"ASV0460"	1	1.82294235945217e-23
"ASV0030"	"ASV0482"	1	1.82294235945217e-23
"ASV0030"	"ASV0497"	1	1.82294235945217e-23
"ASV0030"	"ASV0525"	1	1.82294235945217e-23
"ASV0030"	"ASV0569"	1	1.82294235945217e-23
"ASV0030"	"ASV0624"	1	1.82294235945217e-23
"ASV0030"	"ASV0640"	1	1.82294235945217e-23
"ASV0030"	"ASV0661"	1	1.82294235945217e-23
"ASV0030"	"ASV0675"	1	1.82294235945217e-23
"ASV0030"	"ASV0691"	1	1.82294235945217e-23
"ASV0030"	"ASV0709"	1	1.82294235945217e-23
"ASV0030"	"ASV0734"	1	1.82294235945217e-23
"ASV0030"	"ASV0737"	1	1.82294235945217e-23
"ASV0030"	"ASV0739"	1	1.82294235945217e-23
"ASV0030"	"ASV0741"	1	1.82294235945217e-23
"ASV0030"	"ASV0746"	1	1.82294235945217e-23
"ASV0030"	"ASV0791"	1	1.82294235945217e-23
"ASV0030"	"ASV0811"	1	1.82294235945217e-23
"ASV0030"	"ASV0817"	1	1.82294235945217e-23
"ASV0030"	"ASV0833"	1	1.82294235945217e-23
"ASV0030"	"ASV0863"	1	1.82294235945217e-23
"ASV0030"	"ASV0868"	1	1.82294235945217e-23
"ASV0030"	"ASV0877"	1	1.82294235945217e-23
"ASV0030"	"ASV0884"	1	1.82294235945217e-23
"ASV0030"	"ASV0889"	1	1.82294235945217e-23
"ASV0030"	"ASV0891"	1	1.82294235945217e-23
"ASV0030"	"ASV0894"	1	1.82294235945217e-23
"ASV0030"	"ASV0905"	1	1.82294235945217e-23
"ASV0030"	"ASV0927"	1	1.82294235945217e-23
"ASV0030"	"ASV0934"	1	1.82294235945217e-23
"ASV0030"	"ASV1002"	1	1.82294235945217e-23
"ASV0030"	"ASV1009"	1	1.82294235945217e-23
"ASV0030"	"ASV1058"	1	1.82294235945217e-23
"ASV0030"	"ASV1087"	1	1.82294235945217e-23
"ASV0030"	"ASV1093"	1	1.82294235945217e-23
"ASV0030"	"ASV1106"	1	1.82294235945217e-23
"ASV0030"	"ASV1108"	1	1.82294235945217e-23
"ASV0030"	"ASV1114"	1	1.82294235945217e-23
"ASV0030"	"ASV1131"	1	1.82294235945217e-23
"ASV0030"	"ASV1136"	1	1.82294235945217e-23
"ASV0030"	"ASV1154"	1	1.82294235945217e-23
"ASV0030"	"ASV1180"	1	1.82294235945217e-23
"ASV0030"	"ASV1203"	1	1.82294235945217e-23
"ASV0030"	"ASV1207"	1	1.82294235945217e-23
"ASV0030"	"ASV1269"	1	1.82294235945217e-23
"ASV0030"	"ASV1279"	1	1.82294235945217e-23
"ASV0030"	"ASV1285"	1	1.82294235945217e-23
"ASV0030"	"ASV1329"	1	1.82294235945217e-23
"ASV0030"	"ASV1346"	1	1.82294235945217e-23
"ASV0030"	"ASV1359"	1	1.82294235945217e-23
"ASV0030"	"ASV1361"	1	1.82294235945217e-23
"ASV0030"	"ASV1397"	1	1.82294235945217e-23
"ASV0030"	"ASV1455"	1	1.82294235945217e-23
"ASV0030"	"ASV1469"	1	1.82294235945217e-23
"ASV0030"	"ASV1502"	1	1.82294235945217e-23
"ASV0030"	"ASV1527"	1	1.82294235945217e-23
"ASV0030"	"ASV1557"	1	1.82294235945217e-23
"ASV0030"	"ASV1577"	1	1.82294235945217e-23
"ASV0030"	"ASV1638"	1	1.82294235945217e-23
"ASV0030"	"ASV1639"	1	1.82294235945217e-23
"ASV0030"	"ASV1719"	1	1.82294235945217e-23
"ASV0030"	"ASV1784"	1	1.82294235945217e-23
"ASV0030"	"ASV1806"	1	1.82294235945217e-23
"ASV0030"	"ASV1965"	1	1.82294235945217e-23
"ASV0030"	"ASV1999"	1	1.82294235945217e-23
"ASV0030"	"ASV2050"	1	1.82294235945217e-23
"ASV0030"	"ASV2098"	1	1.82294235945217e-23
"ASV0030"	"ASV2100"	1	1.82294235945217e-23
"ASV0030"	"ASV2139"	1	1.82294235945217e-23
"ASV0030"	"ASV2166"	1	1.82294235945217e-23
"ASV0030"	"ASV2216"	1	1.82294235945217e-23
"ASV0030"	"ASV2220"	1	1.82294235945217e-23
"ASV0030"	"ASV2235"	1	1.82294235945217e-23
"ASV0030"	"ASV2236"	1	1.82294235945217e-23
"ASV0030"	"ASV2251"	1	1.82294235945217e-23
"ASV0030"	"ASV2268"	1	1.82294235945217e-23
"ASV0030"	"ASV2303"	1	1.82294235945217e-23
"ASV0030"	"ASV2321"	1	1.82294235945217e-23
"ASV0030"	"ASV2343"	1	1.82294235945217e-23
"ASV0030"	"ASV2434"	1	1.82294235945217e-23
"ASV0030"	"ASV2436"	1	1.82294235945217e-23
"ASV0030"	"ASV2451"	1	1.82294235945217e-23
"ASV0030"	"ASV2474"	1	1.82294235945217e-23
"ASV0030"	"ASV2492"	1	1.82294235945217e-23
"ASV0030"	"ASV2537"	1	1.82294235945217e-23
"ASV0030"	"ASV2582"	1	1.82294235945217e-23
"ASV0030"	"ASV2639"	1	1.82294235945217e-23
"ASV0030"	"ASV2643"	1	1.82294235945217e-23
"ASV0030"	"ASV2644"	1	1.82294235945217e-23
"ASV0030"	"ASV2681"	1	1.82294235945217e-23
"ASV0030"	"ASV2695"	1	1.82294235945217e-23
"ASV0030"	"ASV2703"	1	1.82294235945217e-23
"ASV0030"	"ASV2705"	1	1.82294235945217e-23
"ASV0030"	"ASV2715"	1	1.82294235945217e-23
"ASV0030"	"ASV2748"	1	1.82294235945217e-23
"ASV0030"	"ASV2795"	1	1.82294235945217e-23
"ASV0030"	"ASV2797"	1	1.82294235945217e-23
"ASV0030"	"ASV2915"	1	1.82294235945217e-23
"ASV0030"	"ASV2916"	1	1.82294235945217e-23
"ASV0030"	"ASV2931"	1	1.82294235945217e-23
"ASV0030"	"ASV2999"	1	1.82294235945217e-23
"ASV0030"	"ASV3000"	1	1.82294235945217e-23
"ASV0030"	"ASV3024"	1	1.82294235945217e-23
"ASV0030"	"ASV3073"	1	1.82294235945217e-23
"ASV0030"	"ASV3074"	1	1.82294235945217e-23
"ASV0030"	"ASV3125"	1	1.82294235945217e-23
"ASV0030"	"ASV3166"	1	1.82294235945217e-23
"ASV0030"	"ASV3176"	1	1.82294235945217e-23
"ASV0030"	"ASV3187"	1	1.82294235945217e-23
"ASV0030"	"ASV3220"	1	1.82294235945217e-23
"ASV0030"	"ASV3221"	1	1.82294235945217e-23
"ASV0030"	"ASV3255"	1	1.82294235945217e-23
"ASV0030"	"ASV3257"	1	1.82294235945217e-23
"ASV0030"	"ASV3295"	1	1.82294235945217e-23
"ASV0030"	"ASV3314"	1	1.82294235945217e-23
"ASV0030"	"ASV3318"	1	1.82294235945217e-23
"ASV0030"	"ASV3339"	1	1.82294235945217e-23
"ASV0030"	"ASV3348"	1	1.82294235945217e-23
"ASV0030"	"ASV3350"	1	1.82294235945217e-23
"ASV0030"	"ASV3381"	1	1.82294235945217e-23
"ASV0030"	"ASV3424"	1	1.82294235945217e-23
"ASV0030"	"ASV3497"	1	1.82294235945217e-23
"ASV0030"	"ASV3498"	1	1.82294235945217e-23
"ASV0030"	"ASV3501"	1	1.82294235945217e-23
"ASV0030"	"ASV3502"	1	1.82294235945217e-23
"ASV0030"	"ASV3559"	1	1.82294235945217e-23
"ASV0030"	"ASV3578"	1	1.82294235945217e-23
"ASV0030"	"ASV3579"	1	1.82294235945217e-23
"ASV0030"	"ASV3581"	1	1.82294235945217e-23
"ASV0030"	"ASV3582"	1	1.82294235945217e-23
"ASV0030"	"ASV3611"	1	1.82294235945217e-23
"ASV0030"	"ASV3612"	1	1.82294235945217e-23
"ASV0030"	"ASV3648"	1	1.82294235945217e-23
"ASV0030"	"ASV3696"	1	1.82294235945217e-23
"ASV0030"	"ASV3699"	1	1.82294235945217e-23
"ASV0030"	"ASV3722"	1	1.82294235945217e-23
"ASV0030"	"ASV3725"	1	1.82294235945217e-23
"ASV0030"	"ASV3746"	1	1.82294235945217e-23
"ASV0030"	"ASV3768"	1	1.82294235945217e-23
"ASV0030"	"ASV3821"	1	1.82294235945217e-23
