"colMeans..t.."	"Node"	"Node_Category"
"ASV0001"	0.14119114537094	"ASV0001"	"Shared"
"ASV0003"	0.106134686864158	"ASV0003"	"Shared"
"ASV0006"	0.099387284431938	"ASV0006"	"Shared"
"ASV0008"	0.0642758611143152	"ASV0008"	"Shared"
"ASV0013"	0.0209011757172346	"ASV0013"	"Shared"
"ASV0016"	0.0147662848255284	"ASV0016"	"Shared"
"ASV0017"	0.0147055069252001	"ASV0017"	"Shared"
"ASV0020"	0.0177359732489318	"ASV0020"	"Other"
"ASV0021"	0.0124348572707745	"ASV0021"	"Shared"
"ASV0023"	0.00899874674965051	"ASV0023"	"Shared"
"ASV0025"	0.0137832459930689	"ASV0025"	"Shared"
"ASV0029"	0.00925868873048881	"ASV0029"	"Shared"
"ASV0030"	0.0220664880005207	"ASV0030"	"Shared"
"ASV0031"	0.00777519375109619	"ASV0031"	"Other"
"ASV0032"	0.0126093520359233	"ASV0032"	"Shared"
"ASV0033"	0.0124674770244121	"ASV0033"	"Other"
"ASV0034"	0.00971402347875204	"ASV0034"	"Shared"
"ASV0035"	0.00661160290716967	"ASV0035"	"Shared"
"ASV0036"	0.00646582174835481	"ASV0036"	"Shared"
"ASV0037"	0.00903341866650761	"ASV0037"	"Shared"
"ASV0038"	0.0058421909690349	"ASV0038"	"Shared"
"ASV0039"	0.00974139989658613	"ASV0039"	"Shared"
"ASV0040"	0.0108699033826583	"ASV0040"	"Shared"
"ASV0042"	0.00501883859077858	"ASV0042"	"Shared"
"ASV0043"	0.00997262473243419	"ASV0043"	"Shared"
"ASV0045"	0.0142199797480825	"ASV0045"	"Shared"
"ASV0046"	0.0046432557191837	"ASV0046"	"Other"
"ASV0048"	0.00618824487391761	"ASV0048"	"Shared"
"ASV0050"	0.00490226946350097	"ASV0050"	"Shared"
"ASV0053"	0.00453432221396002	"ASV0053"	"Shared"
"ASV0056"	0.00555886752901276	"ASV0056"	"Shared"
"ASV0063"	0.006402592174305	"ASV0063"	"Shared"
"ASV0064"	0.00506724738801864	"ASV0064"	"Shared"
"ASV0069"	0.0140171406080501	"ASV0069"	"Other"
"ASV0071"	0.00664616347612418	"ASV0071"	"Shared"
"ASV0072"	0.00411187906396426	"ASV0072"	"Shared"
"ASV0073"	0.00396290285082506	"ASV0073"	"Shared"
"ASV0075"	0.00308114570663264	"ASV0075"	"Other"
"ASV0077"	0.00901029958489202	"ASV0077"	"Shared"
"ASV0081"	0.00670840221468126	"ASV0081"	"Shared"
"ASV0083"	0.00404964776493871	"ASV0083"	"Shared"
"ASV0085"	0.00419762261509468	"ASV0085"	"Shared"
"ASV0086"	0.00351505075154806	"ASV0086"	"Shared"
"ASV0096"	0.00483572449303407	"ASV0096"	"Other"
"ASV0097"	0.00427091946796229	"ASV0097"	"Shared"
"ASV0101"	0.00332120688720205	"ASV0101"	"Shared"
"ASV0102"	0.00433528198572248	"ASV0102"	"Shared"
"ASV0104"	0.0033643231688208	"ASV0104"	"Shared"
"ASV0107"	0.0042462332214523	"ASV0107"	"Shared"
"ASV0118"	0.00312513764254696	"ASV0118"	"Shared"
"ASV0120"	0.00595491078905507	"ASV0120"	"Shared"
"ASV0124"	0.00346520869675824	"ASV0124"	"Other"
"ASV0127"	0.00441620297714792	"ASV0127"	"Shared"
"ASV0128"	0.0018840179906475	"ASV0128"	"Other"
"ASV0133"	0.00353554465441803	"ASV0133"	"Other"
"ASV0134"	0.00237636890447782	"ASV0134"	"Shared"
"ASV0135"	0.0021658431685728	"ASV0135"	"Shared"
"ASV0136"	0.0058821515756202	"ASV0136"	"Other"
"ASV0142"	0.00222333840291706	"ASV0142"	"Shared"
"ASV0143"	0.003048012876863	"ASV0143"	"Shared"
"ASV0145"	0.00214002234478986	"ASV0145"	"Shared"
"ASV0147"	0.00231089064082879	"ASV0147"	"Shared"
"ASV0172"	0.00632646341743569	"ASV0172"	"Other"
"ASV0210"	0.00155751374609876	"ASV0210"	"Shared"
"ASV0221"	0.0036763712661511	"ASV0221"	"Other"
"ASV0223"	0.00151347218528537	"ASV0223"	"Shared"
"ASV0238"	0.00199652789461148	"ASV0238"	"Shared"
"ASV0261"	0.00110652222780741	"ASV0261"	"Shared"
"ASV0270"	0.00156517557414993	"ASV0270"	"Shared"
"ASV0271"	0.00239827881505446	"ASV0271"	"Other"
"ASV0273"	0.000921953386177093	"ASV0273"	"Shared"
"ASV0277"	0.00109812780912011	"ASV0277"	"Shared"
"ASV0279"	0.00114850206682941	"ASV0279"	"Shared"
"ASV0315"	0.00337547263528712	"ASV0315"	"Shared"
"ASV0342"	0.00201142702113219	"ASV0342"	"Other"
