"";"C1A17";"C1F18";"C1A18";"C2A17";"C2F18";"C2A18";"C3A17";"C3F18";"C3A18";"C4A17";"C4F18";"C4A18";"F1A17";"F1F18";"F1A18";"F2A17";"F2F18";"F2A18";"F3A17";"F3F18";"F3A18";"F4A17";"F4F18";"F4A18";"H1A17";"H1F18";"H1A18";"H2A17";"H2F18";"H2A18";"H3A17";"H3F18";"H3A18";"H4A17";"H4F18";"H4A18";"P1F18";"P1A18";"P2F18";"P3F18";"P4F18";"Q1A17";"Q1F18";"Q2A17";"Q2F18";"Q3A17";"Q3F18";"Q3A18";"Q4A17";"Q4F18";"Q4A18";"L1A17";"L1F18";"L1A18";"L2A17";"L2F18";"L2A18";"L3A17";"L3F18";"L3A18";"L4A17";"L4F18";"L4A18"
"F3A18";0,934570941732902;0,402804307732749;0,382839946564477;0,839484504719494;0,496689119227638;0,324855487095455;0,799321417995942;0,780638566006615;0,431236953173725;0,850345592034786;0,699148256518421;0,473952750599268;0,556165071514459;0,531711798708138;0,171241284129122;0,419669695413513;0,416076264100812;0,33593963919798;0,435829775623055;0,437469072625651;0;0,477312690795358;0,456122165151298;0,314208018111237;0,474218756431512;0,502207095800417;0,437991192851371;0,516164780071709;0,453160105521479;0,42902229646955;0,455856755633772;0,46995930369399;0,409715820415884;0,465604191768904;0,459492055190162;0,374102869794716;0,362526728006546;0,291735223860261;0,358172975195026;0,411793677909048;0,377495516996269;0,741379774290611;0,835415757582578;0,573590020963452;0,511345599483512;0,646247824035187;0,458864507569935;0,449173065056645;0,592260776668123;0,557888938857988;0,445307345275218;0,500188804116084;0,485580172224815;0,418524333877888;0,521630527880066;0,365802196887493;0,499470321162989;0,547635723002492;0,427341941079608;0,453591719617126;0,532174658051374;0,43915561218905;0,467270846624665
"F4A17";0,74662945930942;0,499763605866786;0,625967908870419;0,771409866279311;0,488915076349096;0,59918370105005;0,775964209813297;0,710324314800515;0,596108431833326;0,80674357124477;0,633850810384268;0,596818579322655;0,439527758223732;0,594023101923132;0,47048001049687;0,362054397948019;0,584240621508552;0,567277743816994;0,301983854576013;0,523729313484747;0,477312690795358;0;0,525811795668712;0,507972749484369;0,561941726007289;0,624532272216892;0,632853637521275;0,581968974687025;0,599936074016045;0,627555236016123;0,560134424130158;0,592763983161259;0,617228893369112;0,536969094175483;0,593580710047134;0,588580104709391;0,526181206639972;0,478642173770216;0,529950471983801;0,552038938466853;0,536287324991088;0,751314320058477;0,898385355426692;0,648026334771367;0,683581925779198;0,729196804547969;0,677877808677435;0,561840822006653;0,652512210052084;0,675610722076871;0,559003224703087;0,584067983577078;0,5299366246722;0,586048804189645;0,566521497247371;0,524772066552313;0,593735306728041;0,595660957504065;0,532466185229692;0,566349426856489;0,599934094343758;0,538704122788206;0,57261904196804
"F4F18";0,864084569340133;0,251100534115691;0,345972111973365;0,908487666085081;0,355074127011477;0,358616621956326;0,883144906390598;0,674190188705371;0,421870247088701;0,877924221171263;0,63093463291932;0,438200433327189;0,379628097213815;0,446214326647066;0,33330351435422;0,317946240591055;0,265353014614479;0,321187603747762;0,371458002745482;0,135484614402301;0,456122165151298;0,525811795668712;0;0,275205792983818;0,386050660820811;0,343215513650569;0,34232934221176;0,393960482532464;0,352725877399684;0,334350441427821;0,326556338926583;0,381973662380671;0,32704207260448;0,297772804772881;0,383449179483384;0,334713785825472;0,31910124084526;0,439641712430714;0,301968846409843;0,307141775282058;0,315359258576791;0,594785881407555;0,753954857711995;0,347714894212704;0,477364665201357;0,426386353723011;0,394485920396464;0,337452039883407;0,41248466709777;0,531652151959382;0,36852307785056;0,40523823334197;0,506467331438669;0,445770918368978;0,364487227200932;0,374472703218666;0,390066308457796;0,371403247348526;0,387717380552289;0,404502000411455;0,404931364010056;0,337892538251172;0,421993475594748
"F4A18";0,89793326843083;0,301653018972921;0,235561854062921;0,900695056871377;0,426303525139727;0,271693136944187;0,844493666686446;0,757758064456544;0,320333075351783;0,888093605179949;0,684969014288449;0,348769474556328;0,443031098375132;0,508667002714001;0,191369550132936;0,293230863113901;0,334593478013961;0,142983885889875;0,347992132850412;0,256243772861133;0,314208018111237;0,507972749484369;0,275205792983818;0;0,356022927429205;0,354817628342437;0,258454769273745;0,386486632721872;0,303943226364006;0,238221552501638;0,320188481261115;0,317727456930761;0,228509580625693;0,286693987316137;0,323323536583358;0,183191251772964;0,190498037119206;0,357918450353169;0,182954750635429;0,221986327100383;0,193909058542917;0,671411201357007;0,784762898622161;0,339454069118615;0,386933139995759;0,468336091380464;0,316695405872526;0,234262923034426;0,415062211785479;0,516861085722087;0,278020592324655;0,338481903100478;0,441506462720365;0,285946828528385;0,317855569672955;0,305391944562926;0,292639106362069;0,342072566438272;0,301285425142085;0,291544928608244;0,372117413723283;0,253408973222361;0,312089404752554
"H1A17";0,762679219232016;0,338883050709217;0,396135164151209;0,883874221266092;0,469580971526741;0,432544202974357;0,858288213707762;0,68125771858889;0,516820519308607;0,830179091850967;0,656066211816174;0,530752908820437;0,441876730462289;0,593798260568391;0,415241315231879;0,372091593880144;0,437800787722991;0,287934153230271;0,413728836606042;0,404529450527567;0,474218756431512;0,561941726007289;0,386050660820811;0,356022927429205;0;0,240923386446906;0,271570616674411;0,135300921315052;0,252340619038286;0,281689723933545;0,170679176996214;0,260004410972458;0,278410740472701;0,195558928130571;0,246542041800652;0,348291268552622;0,363907755069177;0,454461620212578;0,38006024787511;0,382172450080438;0,362845661165758;0,708665959840325;0,846332031954592;0,388315901091107;0,388827395095067;0,48060324726904;0,422041496849685;0,343061528310022;0,478340275172432;0,594055028224187;0,274958102594868;0,253586906225397;0,449387869069184;0,36413928395568;0,28717564436796;0,311563465186039;0,287695273401177;0,298432888617602;0,260230486013892;0,324059624080721;0,269416842389625;0,283170096768416;0,285122524384281
"H1F18";0,876011912419192;0,305660778454673;0,387305527255421;0,922486704657232;0,520389144128928;0,4180801814654;0,926759999072324;0,777786441137683;0,510378247738335;0,875478905846859;0,734660286622177;0,510603924959763;0,458052833728197;0,604470009403181;0,42170208914361;0,42551931531548;0,396141666002063;0,290435497640174;0,443133815078683;0,369628328469809;0,502207095800417;0,624532272216892;0,343215513650569;0,354817628342437;0,240923386446906;0;0,200585576901843;0,212734229748373;0,107435758192846;0,244791447907959;0,216362048950806;0,133583516446993;0,225340089768657;0,209313274288598;0,123432206290942;0,319271648561768;0,276057798032719;0,534669329088773;0,28644181440346;0,297400403748229;0,273207468724579;0,670427165171051;0,813139021314338;0,338793086174495;0,41820994000874;0,472112443838877;0,446787564262748;0,304456051873018;0,459989375874078;0,616189955442643;0,218283204133927;0,174308453387244;0,491491113663198;0,349144951884934;0,221524876450393;0,30846941620318;0,260962558302141;0,19958686920549;0,265062989395778;0,313126929821954;0,170665902238313;0,200407194224546;0,274623258265432
"H1A18";0,929744885780977;0,350396236402238;0,22592720970966;0,939912769581723;0,513545750811127;0,276176235218695;0,953505543856079;0,840287310970803;0,404510295525178;0,906048263515722;0,763044577469648;0,384021166360333;0,462448189027544;0,612721841427622;0,33283821892028;0,415278661999134;0,404403222485574;0,166588894042229;0,441304372874792;0,328982105866499;0,437991192851371;0,632853637521275;0,34232934221176;0,258454769273745;0,271570616674411;0,200585576901843;0;0,253849392278798;0,17892953719424;0,078103048243938;0,224306939308424;0,206774894721596;0,101726815677973;0,19814975976747;0,21944329557168;0,169662401461475;0,249873969860699;0,452721946380768;0,270067255608785;0,271152721351695;0,252200636082908;0,685762920909897;0,797950046015332;0,355462329414189;0,365953687959178;0,465565593674206;0,36663028761269;0,277832603307665;0,469219955882116;0,572166368742885;0,225384051758502;0,236157955887573;0,502454015736084;0,299051046245538;0,252413401170274;0,319329465969341;0,271746663352574;0,267309624344918;0,274367580158837;0,258454260670911;0,246066366277068;0,214330165044193;0,274841121131838
"H2A17";0,773416346418589;0,348354366278498;0,393770906378056;0,918310518168752;0,492850473820324;0,451689849137091;0,899153170266291;0,709691972988075;0,522443117901717;0,84435336468865;0,689811594778965;0,533430404349979;0,44319762384101;0,630931108375723;0,441065297222906;0,40271525813464;0,445893610101541;0,31358666314712;0,421584174229957;0,416124256529011;0,516164780071709;0,581968974687025;0,393960482532464;0,386486632721872;0,135300921315052;0,212734229748373;0,253849392278798;0;0,229235941763976;0,26608289006842;0,111214558084719;0,227480108405144;0,259234668055776;0,178595021623142;0,2194947468868;0,35226362042088;0,362450888510129;0,512964803613447;0,391307783495244;0,388090495926883;0,372605668583495;0,695222516751277;0,833365248888519;0,366856665639017;0,401013027406931;0,481644244670714;0,436033031621156;0,362522698701918;0,462903225139793;0,647296258535717;0,283169420366868;0,225067799197039;0,510481823931197;0,35733713819309;0,269231179784697;0,351023852880319;0,278324262164536;0,254744377826695;0,302603581232009;0,332316788405373;0,23278236787795;0,25264608014946;0,282643801966804
"H2F18";0,878761951974986;0,292712172305856;0,347817303499408;0,932700979723526;0,50518455096183;0,382776012329284;0,914836309796973;0,808201221829652;0,474228692622041;0,896370237196531;0,723772739517277;0,488136604753639;0,451506827137603;0,598316361183321;0,374963434009102;0,419133683852959;0,399279783745204;0,25918000462679;0,425295942963209;0,362509178680862;0,453160105521479;0,599936074016045;0,352725877399684;0,303943226364006;0,252340619038286;0,107435758192846;0,17892953719424;0,229235941763976;0;0,194466160807535;0,22230058735357;0,113293022097428;0,192950944687121;0,194001235449185;0,136503939849089;0,277147132053425;0,250748667986849;0,488411770054137;0,255605945511833;0,258926080623353;0,224490309697613;0,665408328291137;0,811976848307454;0,365998593099098;0,395087979682965;0,486460691799873;0,430346687320408;0,289609463558843;0,466788276221439;0,597081264144996;0,20965331697939;0,191745390081258;0,493143706555129;0,300241367404597;0,220304561283998;0,283446021657057;0,248916967494375;0,218799601203183;0,275299018946976;0,293957262858963;0,188010154327728;0,203011958474624;0,25142097276121
"H2A18";0,925510709145046;0,334091327209488;0,198182674461609;0,942065029634218;0,495775958862689;0,258567137670317;0,942103869311953;0,826067672025575;0,363065276212481;0,909600818861111;0,760401618615511;0,36748382493421;0,45693591561029;0,604264852391193;0,314906763149652;0,394241158640623;0,415536692633256;0,15633902267954;0,442149778835308;0,326427133633701;0,42902229646955;0,627555236016123;0,334350441427821;0,238221552501638;0,281689723933545;0,244791447907959;0,078103048243938;0,26608289006842;0,194466160807535;0;0,221416651405878;0,212553353350656;0,111956418860226;0,187002090554122;0,243126780753112;0,157493694535459;0,251545772883486;0,443494345874932;0,266528329596616;0,273387815587339;0,257121542730986;0,679759122477891;0,798899243273793;0,373224394486491;0,378244244132723;0,465620065215764;0,379069234791515;0,259654303294379;0,463350178920821;0,580410696457317;0,232311933574016;0,25855856161458;0,502441223331217;0,315004275502622;0,263755047087174;0,314506170325625;0,279519091611362;0,28384746406484;0,290307941342493;0,271687134878423;0,277005748076777;0,212831931354843;0,278054296154905
"H3A17";0,83006689752044;0,317074049383596;0,341076358223355;0,924798707823781;0,464417252084967;0,40180717982859;0,903733383565947;0,738854941280868;0,474796142607272;0,87407042716658;0,708163339727956;0,485741823670827;0,420933310793702;0,615341113643081;0,368390174347817;0,356344019150168;0,403985953974745;0,249982574449605;0,403725268419571;0,353809239670931;0,455856755633772;0,560134424130158;0,326556338926583;0,320188481261115;0,170679176996214;0,216362048950806;0,224306939308424;0,111214558084719;0,22230058735357;0,221416651405878;0;0,216453118667095;0,215534050485708;0,117364798026799;0,200483431256969;0,29440284761294;0,312502221719272;0,473433736932862;0,316861697417379;0,317983616993448;0,32035376683307;0,686307481224736;0,830623141784691;0,339562499651647;0,388440802299943;0,475590594734049;0,406366743122585;0,295236904341505;0,442308058553623;0,624862226304486;0,256704864570075;0,200162170684894;0,487549653464961;0,329135921289358;0,228783176788905;0,313244250051755;0,252355028918634;0,247481196871189;0,273010491111712;0,303212409181658;0,234254652169865;0,226569354306662;0,27595631860082
"H3F18";0,859901629930993;0,300358106580468;0,37405761558654;0,915747332612561;0,4996263762027;0,414666667631173;0,905228029675145;0,786182673894665;0,501804689853936;0,894602797030516;0,703114128088356;0,499910117037929;0,444367547875352;0,605746476062437;0,390347709137009;0,3993242070169;0,39626262301089;0,264955343454637;0,420718370749971;0,371606181827288;0,46995930369399;0,592763983161259;0,381973662380671;0,317727456930761;0,260004410972458;0,133583516446993;0,206774894721596;0,227480108405144;0,113293022097428;0,212553353350656;0,216453118667095;0;0,220826971923868;0,218455930932866;0,0725813043489049;0,299117848802251;0,243153435092168;0,511220820425088;0,238154369218515;0,260771926233517;0,216967170533837;0,676062065732397;0,810787704261515;0,35853068905864;0,401879493301456;0,476042248764501;0,422391110048089;0,305736338401451;0,458553141892121;0,616312431305896;0,226539953653362;0,196855631513811;0,503921503991178;0,304693326285839;0,204307715888652;0,304667571059469;0,259333709481721;0,209929506884895;0,277744817152762;0,308445899899082;0,202184900421072;0,219165613218837;0,256891288705435
"H3A18";0,926758818323677;0,313458028331823;0,240335205203109;0,962770321887455;0,480557703056492;0,275622757110203;0,930403343318396;0,822353470197275;0,38193092336603;0,897701365213851;0,739624294316557;0,398673933628134;0,467285777921641;0,579487937595822;0,301567093149325;0,385523206733196;0,383330148239218;0,154548645852131;0,438753238139667;0,316608970378052;0,409715820415884;0,617228893369112;0,32704207260448;0,228509580625693;0,278410740472701;0,225340089768657;0,101726815677973;0,259234668055776;0,192950944687121;0,111956418860226;0,215534050485708;0,220826971923868;0;0,212348895638455;0,212594523520639;0,18351087169796;0,238900603853313;0,430365679115307;0,249181851071919;0,266237150949067;0,241309929761825;0,685209844917611;0,792894055440964;0,374376392726835;0,370763079813801;0,480321311653299;0,350407190072371;0,290023733533558;0,459341405856697;0,553499043352057;0,23077978547661;0,269900221070024;0,489745752648726;0,317265359460603;0,276840442756108;0,306373542841426;0,294842038686588;0,269869468809185;0,282893246027635;0,275933667649295;0,295406199483342;0,203203366385524;0,292619082249928
"H4A17";0,829579963855998;0,293314494201778;0,307848520625292;0,881673500928497;0,444477160034327;0,357849397385005;0,87370619070481;0,744657414253433;0,452667436397019;0,879930339846118;0,701187021663106;0,450731371092837;0,399777286060759;0,606371151076345;0,347923838452329;0,338597662555398;0,396622559733352;0,226352030244258;0,369484074469187;0,311583020850976;0,465604191768904;0,536969094175483;0,297772804772881;0,286693987316137;0,195558928130571;0,209313274288598;0,19814975976747;0,178595021623142;0,194001235449185;0,187002090554122;0,117364798026799;0,218455930932866;0,212348895638455;0;0,227280346940984;0,252433701088057;0,278976263094733;0,458679411969398;0,296494133459104;0,290000586968796;0,286001504176594;0,681771236325685;0,839368752546637;0,342377786480362;0,406949161050029;0,446924914299437;0,416766801353379;0,285587975904427;0,4441186831265;0,593991524693888;0,254652462244034;0,231992744533269;0,49694214711615;0,37151819168115;0,229284669638637;0,334020324341516;0,27159836589019;0,261939319661448;0,288946718640552;0,312970619611742;0,234909786698849;0,209539352211063;0,294459722627883
"H4F18";0,846262708542897;0,306790228358887;0,405594234433188;0,925784523134655;0,507790409137497;0,437911517090373;0,900009248818414;0,783626437059187;0,497077081226;0,877633843769654;0,701189749335395;0,515171344723474;0,45381860277524;0,599440004071958;0,392348860454904;0,392674754017377;0,400153605991657;0,262984744117404;0,422531542708011;0,386565382865626;0,459492055190162;0,593580710047134;0,383449179483384;0,323323536583358;0,246542041800652;0,123432206290942;0,21944329557168;0,2194947468868;0,136503939849089;0,243126780753112;0,200483431256969;0,0725813043489049;0,212594523520639;0,227280346940984;0;0,308558895487541;0,254941343876245;0,506993210112767;0,239477913542921;0,273350623438281;0,22748877524112;0,692803919979614;0,815683139584902;0,355069596716174;0,405355297305594;0,49651492212159;0,424960896532316;0,323856079516534;0,458673919258873;0,628332713594723;0,22926294193762;0,204398581878703;0,498386311252319;0,322306403665582;0,229664504945175;0,301810293903567;0,266727354680266;0,214684414578951;0,271864406065356;0,311569599143533;0,209894526554831;0,219279960081055;0,278315926443735
"H4A18";0,913675922871839;0,314365373332904;0,131318044378228;0,924838411422672;0,479932735784952;0,193834800540898;0,903968096182428;0,823907802733699;0,277075036824189;0,891793194545208;0,737396288965479;0,288451422924929;0,464577606386528;0,551187486301098;0,245492273530645;0,37552130520107;0,358638189755867;0,148015169206654;0,418641904413588;0,320452887943541;0,374102869794716;0,588580104709391;0,334713785825472;0,183191251772964;0,348291268552622;0,319271648561768;0,169662401461475;0,35226362042088;0,277147132053425;0,157493694535459;0,29440284761294;0,299117848802251;0,18351087169796;0,252433701088057;0,308558895487541;0;0,192694039376539;0,421849115836442;0,22191089919214;0,265093111287825;0,222292731519829;0,693505978712647;0,80593612362569;0,383139500464508;0,393144839519384;0,478583634331883;0,360798289051148;0,254797088716414;0,473535871338765;0,540389104247256;0,253719932451289;0,311915746790944;0,502847610624001;0,316273003305528;0,329123803154045;0,335645276861659;0,322205416266432;0,334546739415448;0,315828477165504;0,294369113862952;0,343299809931659;0,256560150395387;0,32470116381559
"P1F18";0,885528279749406;0,264194047682081;0,253295169115672;0,90420727049246;0,45045456744926;0,291382926239381;0,876060884777191;0,791947360226461;0,373990226872776;0,879340530958325;0,685862327873997;0,393482973585916;0,472431298920628;0,548563443096056;0,261333346631633;0,339227628154615;0,340026306799764;0,199598594601569;0,365186093698116;0,299446369754437;0,362526728006546;0,526181206639972;0,31910124084526;0,190498037119206;0,363907755069177;0,276057798032719;0,249873969860699;0,362450888510129;0,250748667986849;0,251545772883486;0,312502221719272;0,243153435092168;0,238900603853313;0,278976263094733;0,254941343876245;0,192694039376539;0;0,416696259408527;0,0991528994455238;0,170001572497189;0,094594029899228;0,674831600327799;0,830938090705046;0,350784109245086;0,406784616998176;0,487559883953228;0,362444402642404;0,252448344300001;0,446499874851761;0,552096695922144;0,249298620836986;0,260868422724298;0,454383181052201;0,267358870974349;0,284952882550617;0,259537965575507;0,303897004969413;0,286569800385529;0,25557610771948;0,279545303655356;0,296379001756967;0,222015759899319;0,314647732200013
"P1A18";0,860974758951258;0,429455458450412;0,457037920468159;0,825257512037763;0,45584202271208;0,419803999135744;0,744099187410299;0,689065983739089;0,388089622415052;0,790261842394583;0,631957748481376;0,428780306894778;0,50176454923706;0,527270079592022;0,315727193484655;0,419480073536004;0,445079440609513;0,378212985791001;0,438231077475305;0,407322853873333;0,291735223860261;0,478642173770216;0,439641712430714;0,357918450353169;0,454461620212578;0,534669329088773;0,452721946380768;0,512964803613447;0,488411770054137;0,443494345874932;0,473433736932862;0,511220820425088;0,430365679115307;0,458679411969398;0,506993210112767;0,421849115836442;0,416696259408527;0;0,398850405179399;0,443805528556544;0,419448832259974;0,698573479169097;0,850477848578398;0,558199073079183;0,518321608512888;0,58922038970563;0,474044664698457;0,419489833234068;0,545546236611643;0,595277348612772;0,468971372556583;0,545157475552474;0,496569864988514;0,474356024303892;0,54961651461842;0,395198775980019;0,540420070645099;0,574701165595148;0,430025055690499;0,439042530436738;0,579029223686397;0,456729995497407;0,493178202477139
"P2F18";0,875463867243295;0,273476409723435;0,294530849541347;0,885405573033474;0,440699356209041;0,32324926822328;0,838416916678959;0,783433570311126;0,370202333996087;0,874483774238592;0,661370390014396;0,385037239825535;0,452185576761671;0,54907837533654;0,263987769693466;0,307808991689584;0,336026028699133;0,202868283216032;0,336145491522193;0,276638436641719;0,358172975195026;0,529950471983801;0,301968846409843;0,182954750635429;0,38006024787511;0,28644181440346;0,270067255608785;0,391307783495244;0,255605945511833;0,266528329596616;0,316861697417379;0,238154369218515;0,249181851071919;0,296494133459104;0,239477913542921;0,22191089919214;0,0991528994455238;0,398850405179399;0;0,133923793510715;0,0752394046039908;0,64122581795646;0,810211571632423;0,346451956693799;0,384458483816431;0,476672633224495;0,332017713048939;0,225527918610575;0,422507873635386;0,567586221779392;0,256068851980232;0,289004813906383;0,449601951001948;0,272095377120075;0,294941194830342;0,267965416371775;0,297996580702212;0,305433501642027;0,286922736416493;0,287735381121462;0,325893284618662;0,23908643635354;0,312082341753308
"P3F18";0,870322520804114;0,313833843648503;0,314234788394515;0,91134101671912;0,451237634549498;0,348934866417148;0,855005807339616;0,773536992502911;0,404573410792351;0,897768413174492;0,662597410012724;0,421166304562691;0,436018966502667;0,556606870198201;0,294778209859938;0,324050457483091;0,351619279857361;0,253115868623605;0,365607642771378;0,270306540454856;0,411793677909048;0,552038938466853;0,307141775282058;0,221986327100383;0,382172450080438;0,297400403748229;0,271152721351695;0,388090495926883;0,258926080623353;0,273387815587339;0,317983616993448;0,260771926233517;0,266237150949067;0,290000586968796;0,273350623438281;0,265093111287825;0,170001572497189;0,443805528556544;0,133923793510715;0;0,131965268857747;0,639782188375486;0,819086902837759;0,344945976415973;0,40751344591511;0,465343035849718;0,359742561570386;0,249744088228977;0,437187708116078;0,600090629371625;0,288532691606435;0,302794829533852;0,476494525947477;0,269272389677094;0,306756751407593;0,281742317254683;0,302618033460651;0,339014542335179;0,326721617203309;0,309883600776561;0,335691053701505;0,272620306192885;0,344024560275014
"P4F18";0,857491994463309;0,26125579446921;0,292614966357174;0,903241652889535;0,45304229942782;0,324506704074239;0,852880259561174;0,789268690285144;0,383495582975667;0,889957258727057;0,676370860223376;0,403480499092338;0,463133932159845;0,551157492038101;0,28863796663836;0,320966628219265;0,355312445787526;0,198998968625458;0,359190776258865;0,304398675622626;0,377495516996269;0,536287324991088;0,315359258576791;0,193909058542917;0,362845661165758;0,273207468724579;0,252200636082908;0,372605668583495;0,224490309697613;0,257121542730986;0,32035376683307;0,216967170533837;0,241309929761825;0,286001504176594;0,22748877524112;0,222292731519829;0,094594029899228;0,419448832259974;0,0752394046039908;0,131965268857747;0;0,656252220253158;0,832335063759325;0,351142202783967;0,415132623214446;0,489671740343748;0,369330339432017;0,232541434072035;0,430882884565987;0,586537351694496;0,236758262141484;0,272408761254938;0,473370888344234;0,279573575443237;0,287850062255189;0,301011950867574;0,292217658479301;0,28486668788333;0,307181034287274;0,286798259387751;0,302829012276754;0,244577040738755;0,308732979199906
"Q1A17";0,846608909489783;0,687499462586437;0,687781599367384;0,822981937253434;0,600945493141026;0,701741315425091;0,753412638572847;0,725057154395637;0,660236947902877;0,837278581994072;0,755248814187876;0,679072044257758;0,595265899880323;0,618757185579852;0,710309096269961;0,634338552845037;0,674609505065861;0,689242593711157;0,645476229830931;0,609634898683433;0,741379774290611;0,751314320058477;0,594785881407555;0,671411201357007;0,708665959840325;0,670427165171051;0,685762920909897;0,695222516751277;0,665408328291137;0,679759122477891;0,686307481224736;0,676062065732397;0,685209844917611;0,681771236325685;0,692803919979614;0,693505978712647;0,674831600327799;0,698573479169097;0,64122581795646;0,639782188375486;0,656252220253158;0;0,490168847162062;0,600693504301212;0,608056077341164;0,493568350689318;0,566674052031399;0,667967487872821;0,54192679313937;0,503954778459002;0,695848688728167;0,652355970743525;0,665684208061136;0,688673947964967;0,634356951828707;0,678626704162862;0,660364819165484;0,680771743167837;0,684162875355959;0,692042421432129;0,668381474869745;0,64739329869809;0,645435546871595
"Q1F18";0,921379346307712;0,795876126187464;0,795197885396232;0,873065792953798;0,700486905959784;0,790707556889936;0,688502874233649;0,683747907263723;0,839240887951667;0,820885025432581;0,672171646536421;0,836516850855502;0,771632282255878;0,749009688837713;0,814956838450168;0,838402721616356;0,795227265552467;0,814643404367213;0,856035199300447;0,75252560252546;0,835415757582578;0,898385355426692;0,753954857711995;0,784762898622161;0,846332031954592;0,813139021314338;0,797950046015332;0,833365248888519;0,811976848307454;0,798899243273793;0,830623141784691;0,810787704261515;0,792894055440964;0,839368752546637;0,815683139584902;0,80593612362569;0,830938090705046;0,850477848578398;0,810211571632423;0,819086902837759;0,832335063759325;0,490168847162062;0;0,745504245278242;0,647191967888063;0,666714054860675;0,614605104686565;0,828508926088891;0,760574814581957;0,546484199705898;0,834204138399535;0,820815359629187;0,841614154874912;0,792326769347644;0,795891974710726;0,763630287212305;0,78348243883955;0,800128897278607;0,777735984044496;0,828545791888284;0,831115368222463;0,78787714962996;0,780599387563538
"Q2A17";0,816335401518939;0,382116184945755;0,400584573381586;0,879011010045218;0,479221415130662;0,46029466713673;0,875784511863994;0,746215162917464;0,503086320716045;0,822262628945424;0,718301794967764;0,490900585574142;0,387870468633664;0,614149365747622;0,469806315821919;0,383383569894739;0,350531192821726;0,363186563737108;0,457570897903074;0,355501892834756;0,573590020963452;0,648026334771367;0,347714894212704;0,339454069118615;0,388315901091107;0,338793086174495;0,355462329414189;0,366856665639017;0,365998593099098;0,373224394486491;0,339562499651647;0,35853068905864;0,374376392726835;0,342377786480362;0,355069596716174;0,383139500464508;0,350784109245086;0,558199073079183;0,346451956693799;0,344945976415973;0,351142202783967;0,600693504301212;0,745504245278242;0;0,444835916414276;0,298267935930344;0,41008998323047;0,351154527307272;0,307801694449697;0,590407016280454;0,372918911713448;0,310323409602531;0,51026670663621;0,389384705347139;0,293729574356863;0,399579463876672;0,330341990597796;0,280488919146695;0,357651665655288;0,376527750612398;0,322790009045268;0,339017523712357;0,356157927998233
"Q2F18";0,894642530669312;0,436261070521089;0,427762324424109;0,890848473785293;0,535412662526894;0,484434226291967;0,7777137308996;0,807766668725824;0,58684804108743;0,833394855906095;0,696833640782121;0,586266767109656;0,58225807332524;0,552941003663277;0,426473607833079;0,522049674516407;0,438197176770104;0,36183240306038;0,525883166951148;0,435479988429972;0,511345599483512;0,683581925779198;0,477364665201357;0,386933139995759;0,388827395095067;0,41820994000874;0,365953687959178;0,401013027406931;0,395087979682965;0,378244244132723;0,388440802299943;0,401879493301456;0,370763079813801;0,406949161050029;0,405355297305594;0,393144839519384;0,406784616998176;0,518321608512888;0,384458483816431;0,40751344591511;0,415132623214446;0,608056077341164;0,647191967888063;0,444835916414276;0;0,438763999731839;0,244200924680882;0,433517179576127;0,526323992787075;0,467618825504624;0,417871874403308;0,385756330255394;0,471125790985463;0,326417514555354;0,420427685139732;0,316944513064327;0,322912480136452;0,440116644052974;0,326055351668901;0,361223461645564;0,442584560836638;0,347801894260987;0,337682703758479
"Q3A17";0,834333942773118;0,481531220304928;0,47803227394096;0,85350495744694;0,528165941046298;0,516478199501087;0,866372735533539;0,758989694866146;0,584027259704415;0,78621922144145;0,769240180580232;0,557176620711772;0,460358505026258;0,528833646752425;0,545986602196158;0,511698192682048;0,435660181892671;0,474730841483299;0,587267623763992;0,40280952638153;0,646247824035187;0,729196804547969;0,426386353723011;0,468336091380464;0,48060324726904;0,472112443838877;0,465565593674206;0,481644244670714;0,486460691799873;0,465620065215764;0,475590594734049;0,476042248764501;0,480321311653299;0,446924914299437;0,49651492212159;0,478583634331883;0,487559883953228;0,58922038970563;0,476672633224495;0,465343035849718;0,489671740343748;0,493568350689318;0,666714054860675;0,298267935930344;0,438763999731839;0;0,380883055561959;0,465390146016082;0,310837269529038;0,56664971803828;0,475427642637173;0,436863201842287;0,517645299831393;0,491368369759477;0,407295648456123;0,508044457715414;0,433185547194141;0,449609905230254;0,478300471857831;0,473953957364212;0,466114441371868;0,470317940153365;0,44675256931808
