"From"	"to"	"rValue"	"pValue"	"n"	"colMeans..t.."	"From_type"	"To_type"
"1"	"ASV_1002"	"ASV_44"	-0.605810603644749	0.0368156897930749	3978	0.000577281099958384	"Other"	"Shared"
"2"	"ASV_1002"	"ASV_68"	0.630547667861664	0.0279363192412668	3979	0.000577281099958384	"Other"	"Other"
"3"	"ASV_1002"	"ASV_97"	-0.735603028598841	0.00639630065541062	3980	0.000577281099958384	"Other"	"Shared"
"4"	"ASV_1002"	"ASV_107"	-0.726407990741356	0.00746038517891624	3981	0.000577281099958384	"Other"	"Shared"
"5"	"ASV_1002"	"ASV_371"	0.630547667861664	0.0279363192412668	3982	0.000577281099958384	"Other"	"Other"
"6"	"ASV_1002"	"ASV_786"	0.603898631258624	0.0375766372743964	3983	0.000577281099958384	"Other"	"Unique"
"7"	"ASV_1002"	"ASV_863"	0.684423645395585	0.0140802405692727	3984	0.000577281099958384	"Other"	"Other"
"8"	"ASV_1002"	"ASV_890"	0.630547667861664	0.0279363192412668	3985	0.000577281099958384	"Other"	"Other"
"9"	"ASV_1002"	"ASV_892"	0.630547667861664	0.0279363192412668	3986	0.000577281099958384	"Other"	"Other"
"10"	"ASV_1002"	"ASV_950"	0.684423645395585	0.0140802405692727	3987	0.000577281099958384	"Other"	"Unique"
"11"	"ASV_1002"	"ASV_994"	0.630547667861664	0.0279363192412668	3988	0.000577281099958384	"Other"	"Other"
"12"	"ASV_1002"	"ASV_999"	0.630547667861664	0.0279363192412668	3989	0.000577281099958384	"Other"	"Other"
"13"	"ASV_1002"	"ASV_3457"	0.853765578276966	0.0137327150500264	3990	0.000577281099958384	"Other"	"Other"
"14"	"ASV_1003"	"ASV_25"	-0.624168500724893	0.0300595245751696	3991	0.000392306361949613	"Other"	"Shared"
"15"	"ASV_1003"	"ASV_29"	0.624168500724893	0.0300595245751696	3992	0.000392306361949613	"Other"	"Shared"
"16"	"ASV_1003"	"ASV_37"	-0.629860093237758	0.02815979882183	3993	0.000392306361949613	"Other"	"Shared"
"17"	"ASV_1003"	"ASV_39"	-0.656311095144814	0.0204508115283156	3994	0.000392306361949613	"Other"	"Shared"
"18"	"ASV_1003"	"ASV_381"	0.839653750536851	0.000633589946956759	3995	0.000392306361949613	"Other"	"Shared"
"19"	"ASV_1003"	"ASV_395"	0.602409638554217	0.0381769574462188	3996	0.000392306361949613	"Other"	"Shared"
"20"	"ASV_1003"	"ASV_750"	0.840990310511276	0.000609062285156136	3997	0.000392306361949613	"Other"	"Other"
"21"	"ASV_1003"	"ASV_901"	0.851912262595838	0.000435042451475649	3998	0.000392306361949613	"Other"	"Other"
"22"	"ASV_1003"	"ASV_1187"	0.840990310511276	0.0199590941274525	3999	0.000392306361949613	"Other"	"Other"
"23"	"ASV_1003"	"ASV_1256"	0.839653750536851	0.020185180216836	4000	0.000392306361949613	"Other"	"Other"
"24"	"ASV_1003"	"ASV_1423"	0.895600070934086	0.00295660629096981	4001	0.000392306361949613	"Other"	"Unique"
"25"	"ASV_1003"	"ASV_1695"	0.895600070934086	0.00295660629096981	4002	0.000392306361949613	"Other"	"Unique"
"26"	"ASV_1003"	"ASV_5462"	0.853765578276966	0.0137327150500264	4003	0.000392306361949613	"Other"	"Other"
"27"	"ASV_1009"	"ASV_13"	-0.697600089045469	0.0116621742886554	4004	0.00095174601198692	"Other"	"Shared"
"28"	"ASV_1009"	"ASV_16"	-0.697600089045469	0.0116621742886554	4005	0.00095174601198692	"Other"	"Shared"
"29"	"ASV_1009"	"ASV_17"	-0.697600089045469	0.0116621742886554	4006	0.00095174601198692	"Other"	"Shared"
"30"	"ASV_1009"	"ASV_56"	0.694797094181835	0.0121485804411841	4007	0.00095174601198692	"Other"	"Shared"
"31"	"ASV_1009"	"ASV_63"	-0.681629693850287	0.0146371484120694	4008	0.00095174601198692	"Other"	"Shared"
"32"	"ASV_1009"	"ASV_97"	-0.698822877168899	0.0114545721992904	4009	0.00095174601198692	"Other"	"Shared"
"33"	"ASV_1009"	"ASV_211"	0.666266540190667	0.0179941045778148	4010	0.00095174601198692	"Other"	"Shared"
"34"	"ASV_1009"	"ASV_222"	0.853765578276966	0.000409830882902802	4011	0.00095174601198692	"Other"	"Other"
"35"	"ASV_1009"	"ASV_271"	0.630860486091882	0.0278350700905564	4012	0.00095174601198692	"Other"	"Other"
"36"	"ASV_1009"	"ASV_294"	0.873756166764962	0.000203546285134799	4013	0.00095174601198692	"Other"	"Other"
"37"	"ASV_1009"	"ASV_418"	0.818845601706609	0.00112372432590596	4014	0.00095174601198692	"Other"	"Other"
"38"	"ASV_1009"	"ASV_443"	0.873756166764962	0.000203546285134799	4015	0.00095174601198692	"Other"	"Other"
"39"	"ASV_1009"	"ASV_517"	0.786380550088466	0.00241675204657203	4016	0.00095174601198692	"Other"	"Other"
"40"	"ASV_1009"	"ASV_525"	0.8628342146804	0.000302357829097362	4017	0.00095174601198692	"Other"	"Other"
"41"	"ASV_1009"	"ASV_547"	0.786380550088466	0.00241675204657203	4018	0.00095174601198692	"Other"	"Other"
"42"	"ASV_1009"	"ASV_577"	0.672506550333128	0.0165690380354056	4019	0.00095174601198692	"Other"	"Other"
"43"	"ASV_1009"	"ASV_584"	0.675761557354936	0.0158594919823309	4020	0.00095174601198692	"Other"	"Unique"
"44"	"ASV_1009"	"ASV_617"	0.8628342146804	0.000302357829097362	4021	0.00095174601198692	"Other"	"Other"
"45"	"ASV_1009"	"ASV_661"	0.786380550088466	0.00241675204657203	4022	0.00095174601198692	"Other"	"Other"
"46"	"ASV_1009"	"ASV_737"	0.826656099535495	0.000914148421713589	4023	0.00095174601198692	"Other"	"Other"
"47"	"ASV_1009"	"ASV_745"	0.66531205138662	0.0182197538866837	4024	0.00095174601198692	"Other"	"Unique"
"48"	"ASV_1009"	"ASV_768"	0.786380550088466	0.00241675204657203	4025	0.00095174601198692	"Other"	"Shared"
"49"	"ASV_1009"	"ASV_786"	0.808610031685277	0.00145225492400332	4026	0.00095174601198692	"Other"	"Unique"
"50"	"ASV_1009"	"ASV_789"	0.602409638554217	0.0381769574462188	4027	0.00095174601198692	"Other"	"Other"
"51"	"ASV_1009"	"ASV_810"	0.66531205138662	0.0182197538866837	4028	0.00095174601198692	"Other"	"Unique"
"52"	"ASV_1009"	"ASV_850"	0.853765578276966	0.000409830882902802	4029	0.00095174601198692	"Other"	"Other"
"53"	"ASV_1009"	"ASV_863"	0.776150525706333	0.00299736568811457	4030	0.00095174601198692	"Other"	"Other"
"54"	"ASV_1009"	"ASV_866"	-0.650536772768653	0.0219831757148806	4031	0.00095174601198692	"Other"	"Shared"
"55"	"ASV_1009"	"ASV_877"	0.830068358426714	0.000832695235633368	4032	0.00095174601198692	"Other"	"Other"
"56"	"ASV_1009"	"ASV_906"	0.630547667861664	0.0279363192412668	4033	0.00095174601198692	"Other"	"Shared"
"57"	"ASV_1009"	"ASV_950"	0.776150525706333	0.00299736568811457	4034	0.00095174601198692	"Other"	"Unique"
"58"	"ASV_1009"	"ASV_1087"	0.830068358426714	0.0262845877446832	4035	0.00095174601198692	"Other"	"Other"
"59"	"ASV_1009"	"ASV_1111"	0.8628342146804	0.0105750307660507	4036	0.00095174601198692	"Other"	"Other"
"60"	"ASV_1009"	"ASV_1123"	0.963855421686747	1.74281201317489e-05	4037	0.00095174601198692	"Other"	"Unique"
"61"	"ASV_1009"	"ASV_1203"	0.830068358426714	0.0262845877446832	4038	0.00095174601198692	"Other"	"Other"
"62"	"ASV_1009"	"ASV_1377"	0.951807228915663	7.14801345023907e-05	4039	0.00095174601198692	"Other"	"Other"
