"From"	"to"	"rValue"	"pValue"	"n"	"colMeans..t.."	"From_type"	"To_type"
"1"	"ASV_1002"	"ASV_8"	-0.639692501115462	0.0250844025232118	3351	0.000232995118556371	"Other"	"Shared"
"2"	"ASV_1002"	"ASV_68"	0.738548945875996	0.00608084792708854	3352	0.000232995118556371	"Other"	"Other"
"3"	"ASV_1002"	"ASV_82"	0.601929265428846	0.038372079210009	3353	0.000232995118556371	"Other"	"Shared"
"4"	"ASV_1002"	"ASV_137"	0.684423645395585	0.0140802405692727	3354	0.000232995118556371	"Other"	"Other"
"5"	"ASV_1002"	"ASV_271"	0.703597544730292	0.0106701139360707	3355	0.000232995118556371	"Other"	"Other"
"6"	"ASV_1002"	"ASV_301"	0.678012179467372	0.0153821362217504	3356	0.000232995118556371	"Other"	"Unique"
"7"	"ASV_1002"	"ASV_343"	0.738548945875996	0.00608084792708854	3357	0.000232995118556371	"Other"	"Other"
"8"	"ASV_1002"	"ASV_357"	0.633237790257263	0.0270742505981581	3358	0.000232995118556371	"Other"	"Other"
"9"	"ASV_1002"	"ASV_367"	0.604267319353088	0.0374290381434986	3359	0.000232995118556371	"Other"	"Other"
"10"	"ASV_1002"	"ASV_382"	0.703597544730292	0.0106701139360707	3360	0.000232995118556371	"Other"	"Other"
"11"	"ASV_1002"	"ASV_460"	0.738548945875996	0.00608084792708854	3361	0.000232995118556371	"Other"	"Shared"
"12"	"ASV_1002"	"ASV_520"	0.670078335065668	0.0171133431514869	3362	0.000232995118556371	"Other"	"Other"
"13"	"ASV_1002"	"ASV_547"	0.604267319353088	0.0374290381434986	3363	0.000232995118556371	"Other"	"Other"
"14"	"ASV_1002"	"ASV_569"	0.738548945875996	0.00608084792708854	3364	0.000232995118556371	"Other"	"Shared"
"15"	"ASV_1002"	"ASV_643"	0.604267319353088	0.0374290381434986	3365	0.000232995118556371	"Other"	"Other"
"16"	"ASV_1002"	"ASV_750"	0.983471074380165	9.45087129883849e-09	3366	0.000232995118556371	"Other"	"Other"
"17"	"ASV_1002"	"ASV_811"	0.738548945875996	0.00608084792708854	3367	0.000232995118556371	"Other"	"Shared"
"18"	"ASV_1002"	"ASV_876"	0.738548945875996	0.00608084792708854	3368	0.000232995118556371	"Other"	"Other"
"19"	"ASV_1002"	"ASV_901"	0.839653750536851	0.000633589946956759	3369	0.000232995118556371	"Other"	"Other"
"20"	"ASV_1002"	"ASV_994"	0.747926870226103	0.00515414675450765	3370	0.000232995118556371	"Other"	"Other"
"21"	"ASV_1003"	"ASV_254"	0.630547667861664	0.0279363192412668	3371	0.000334672021419009	"Other"	"Other"
"22"	"ASV_1003"	"ASV_739"	0.604267319353088	0.0374290381434986	3372	0.000334672021419009	"Other"	"Other"
"23"	"ASV_1003"	"ASV_750"	0.738548945875996	0.00608084792708854	3373	0.000334672021419009	"Other"	"Other"
"24"	"ASV_1003"	"ASV_890"	0.738548945875996	0.00608084792708854	3374	0.000334672021419009	"Other"	"Other"
"25"	"ASV_1003"	"ASV_901"	0.630547667861664	0.0279363192412668	3375	0.000334672021419009	"Other"	"Other"
"26"	"ASV_1003"	"ASV_994"	0.630547667861664	0.0279363192412668	3376	0.000334672021419009	"Other"	"Other"
"27"	"ASV_1003"	"ASV_999"	0.738548945875996	0.00608084792708854	3377	0.000334672021419009	"Other"	"Other"
"28"	"ASV_1003"	"ASV_1002"	0.604267319353088	0.0374290381434986	3378	0.000334672021419009	"Other"	"Other"
"29"	"ASV_1011"	"ASV_56"	0.639692501115462	0.0250844025232118	3379	0.000126698268282699	"Other"	"Shared"
