"";"dada2_input";"filtered";"dada_Fw";"dada_Rv";"merged";"nonchim";"final_perc_reads_retained"
"S017";37363;30836;30040;30265;27731;27566;73,8
"S018";60905;50064;48984;49457;45666;45016;73,9
"S019";52844;44681;44214;44369;43059;42821;81
"S020";35043;28910;28526;28638;27125;27015;77,1
"S021";21451;17137;16858;16947;16253;15674;73,1
"S022";10202;7240;7027;7107;6552;6534;64
"S023";24652;18987;17817;18313;16804;16585;67,3
"S024";21114;16566;15393;15858;13858;13783;65,3
